,labels_data7_SpectralClustering_params1,labels_data7_SpectralClustering_params10,labels_data7_SpectralClustering_params11,labels_data7_SpectralClustering_params12,labels_data7_SpectralClustering_params13,labels_data7_SpectralClustering_params14,labels_data7_SpectralClustering_params15,labels_data7_SpectralClustering_params16,labels_data7_SpectralClustering_params17,labels_data7_SpectralClustering_params18,labels_data7_SpectralClustering_params19,labels_data7_SpectralClustering_params2,labels_data7_SpectralClustering_params20,labels_data7_SpectralClustering_params21,labels_data7_SpectralClustering_params22,labels_data7_SpectralClustering_params23,labels_data7_SpectralClustering_params24,labels_data7_SpectralClustering_params25,labels_data7_SpectralClustering_params26,labels_data7_SpectralClustering_params27,labels_data7_SpectralClustering_params28,labels_data7_SpectralClustering_params29,labels_data7_SpectralClustering_params3,labels_data7_SpectralClustering_params30,labels_data7_SpectralClustering_params31,labels_data7_SpectralClustering_params32,labels_data7_SpectralClustering_params33,labels_data7_SpectralClustering_params34,labels_data7_SpectralClustering_params35,labels_data7_SpectralClustering_params36,labels_data7_SpectralClustering_params37,labels_data7_SpectralClustering_params38,labels_data7_SpectralClustering_params39,labels_data7_SpectralClustering_params4,labels_data7_SpectralClustering_params40,labels_data7_SpectralClustering_params41,labels_data7_SpectralClustering_params42,labels_data7_SpectralClustering_params43,labels_data7_SpectralClustering_params44,labels_data7_SpectralClustering_params45,labels_data7_SpectralClustering_params46,labels_data7_SpectralClustering_params47,labels_data7_SpectralClustering_params48,labels_data7_SpectralClustering_params49,labels_data7_SpectralClustering_params5,labels_data7_SpectralClustering_params50,labels_data7_SpectralClustering_params51,labels_data7_SpectralClustering_params52,labels_data7_SpectralClustering_params53,labels_data7_SpectralClustering_params54,labels_data7_SpectralClustering_params55,labels_data7_SpectralClustering_params56,labels_data7_SpectralClustering_params57,labels_data7_SpectralClustering_params58,labels_data7_SpectralClustering_params59,labels_data7_SpectralClustering_params6,labels_data7_SpectralClustering_params60,labels_data7_SpectralClustering_params7,labels_data7_SpectralClustering_params8,labels_data7_SpectralClustering_params9
cSIL,0.05084172438007484,1.7802421742318941e-06,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.6981444117583229,0.07096879790436889,0.6981444117583229,0.37065811437817126,0.02054436645611139,0.7152529380741791,0.3128503239532517,0.31324411864197815,0.31324411864197815,0.30284923813935866,0.30395392074231065,0.3056918413285091,0.6560564543326097,0.30608961312952604,0.8280294569023172,0.8247145187094777,0.8280294569023172,0.8247145187094777,0.8280294569023172,0.8247145187094777,0.8280294569023172,0.8247145187094777,0.8280294569023172,1.7802421742318941e-06,0.8247145187094777,0.30377493875944284,-0.04604868733445165,0.6757243598462229,0.6757243598462229,0.6812286922131157,0.6789575001279173,0.6845550931148338,0.6793602280831672,0.6847559601578517,1.7802421742318941e-06,0.6792454617933021,0.8437510646304867,0.8436332993444001,0.8437510646304867,0.8436332993444001,0.8437510646304867,0.8436332993444001,0.8437510646304867,0.8436332993444001,0.8437510646304867,1.7802421742318941e-06,0.8436332993444001,1.7802421742318941e-06,1.7802421742318941e-06,1.7802421742318941e-06
GD43,0.14706410835624473,0.000918248541013863,1.2989184346706129,1.2989184346706129,1.2989184346706129,1.2989184346706129,1.2989184346706129,1.2989184346706129,1.2989184346706129,1.2989184346706129,1.2989184346706129,0.17922696014821293,1.2989184346706129,0.15682365017180958,0.14740993311867032,1.1324905866663062,0.2290491371477074,0.5500837771650238,0.5500837771650238,0.4988361106706009,0.5133401331628046,0.4943740035742115,1.0390970806632223,0.4991771350660733,2.3440894962689662,2.335687096344518,2.3440894962689662,2.335687096344518,2.3440894962689662,2.335687096344518,2.3440894962689662,2.335687096344518,2.3440894962689662,0.000918248541013863,2.335687096344518,0.2237417957417026,0.17326983923009567,0.9391511271846646,0.9391511271846646,1.1145587782205415,1.2419284737757545,1.3426250634079813,1.3333107920358722,1.3718976558434233,0.000918248541013863,1.3478187597245395,3.033593285647579,2.9842909128614084,3.033593285647579,2.9842909128614084,3.033593285647579,2.9842909128614084,3.033593285647579,2.9842909128614084,3.033593285647579,0.000918248541013863,2.9842909128614084,0.000918248541013863,0.000918248541013863,0.000918248541013863
GD53,0.3305142492359841,0.314020080127793,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.4939638665580647,0.3404318770113834,0.4939638665580647,0.2822804840742438,0.25747434142509856,0.39560513434393735,0.14742636060063308,0.29325637420164336,0.29325637420164336,0.2691711206053473,0.27671580367923343,0.26488336810346313,0.4879505120384161,0.26735990489155,0.4682293995803732,0.47942778543427506,0.4682293995803732,0.47942778543427506,0.4682293995803732,0.47942778543427506,0.4682293995803732,0.47942778543427506,0.4682293995803732,0.314020080127793,0.47942778543427506,0.25117578814701474,0.3073543954597882,0.29104390503135763,0.29104390503135763,0.3319339105992208,0.3763128868286913,0.39504998079476406,0.40243872369132233,0.40780319396392856,0.314020080127793,0.40674732547081865,0.4898449933036352,0.47755479105780696,0.4898449933036352,0.47755479105780696,0.4898449933036352,0.47755479105780696,0.4898449933036352,0.47755479105780696,0.4898449933036352,0.314020080127793,0.47755479105780696,0.314020080127793,0.314020080127793,0.314020080127793
PS,1.3332317359211618,1.9633687222225316,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.9435667420245117,1.480819405075339,1.9435667420245117,-0.1406681558096129,1.8658493730018209,1.1061754777863548,0.7267624093419479,1.3120470960819433,1.3120470960819433,1.2795357252853363,1.2907412376971668,1.2758579251414564,1.2180738665136233,1.2797459291005282,2.7731673876861596,2.7564482992337496,2.7731673876861596,2.7564482992337496,2.7731673876861596,2.7564482992337496,2.7731673876861596,2.7564482992337496,2.7731673876861596,1.9633687222225316,2.7564482992337496,-0.32902195049722727,0.8246832870361385,0.8794929642542778,0.8794929642542777,0.9093523203297893,0.9290198026400592,0.937875102790281,0.9389897790658309,0.9437649711615248,1.9633687222225316,0.940917162180441,3.3885333276369094,3.3729477181917806,3.3885333276369094,3.3729477181917806,3.3885333276369094,3.3729477181917806,3.3885333276369094,3.3729477181917806,3.3885333276369094,1.9633687222225316,3.3729477181917806,1.9633687222225316,1.9633687222225316,1.9633687222225316
rCIP,0.25329859604052185,0.30091934496403683,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.03810384291109351,0.2610804258187509,0.03810384291109351,0.4997416195885545,0.8453214256585504,0.15737879804163923,0.38270653653028563,0.41491383745948895,0.41491383745948895,0.4192518325710946,0.4196979645220382,0.4149543811461476,0.07676969439537921,0.4150543342120674,0.09208428469987588,0.09789462200640256,0.09208428469987588,0.09789462200640256,0.09208428469987588,0.09789462200640256,0.09208428469987588,0.09789462200640256,0.09208428469987588,0.30091934496403683,0.09789462200640256,1.03822979604008,1.576819034782389,0.25899014474105264,0.25899014474105264,0.249675701621645,0.24963847490772678,0.24521549672259543,0.24917095185476063,0.24506518290497606,0.30091934496403683,0.24926637114465316,0.29857204066172605,0.2982888756168728,0.29857204066172605,0.2982888756168728,0.29857204066172605,0.2982888756168728,0.29857204066172605,0.2982888756168728,0.29857204066172605,0.30091934496403683,0.2982888756168728,0.30091934496403683,0.30091934496403683,0.30091934496403683
WB,99.05858283646822,1772496.8913894773,3.459423510426974,3.459423510426974,3.459423510426974,3.459423510426974,3.459423510426974,3.459423510426974,3.459423510426974,3.459423510426974,3.459423510426974,62.77199959558991,3.459423510426974,104.0595698643011,41.537680980632885,4.612417439361692,8.987939997608448,6.318277045770077,6.318277045770077,6.443143188827548,6.424176232911925,6.407230304539999,6.704834449460712,6.399422005675232,1.8550447373350565,1.9004741426943355,1.8550447373350565,1.9004741426943355,1.8550447373350565,1.9004741426943355,1.8550447373350565,1.9004741426943355,1.8550447373350565,1772496.8913894773,1.9004741426943355,74.06910636111202,28.001991075934836,3.481136354903313,3.481136354903313,3.3926798216041165,3.3978039999367535,3.3394505029122405,3.390601342869896,3.33384953098614,1772496.8913894773,3.391295783658908,1.471825411352118,1.4716865398432453,1.471825411352118,1.4716865398432453,1.471825411352118,1.4716865398432453,1.471825411352118,1.4716865398432453,1.471825411352118,1772496.8913894773,1.4716865398432453,1772496.8913894773,1772496.8913894773,1772496.8913894773
XB,9.762223338533943,221562.11142368466,0.4323846960094914,0.4323846960094914,0.4323846960094914,0.4323846960094914,0.4323846960094914,0.4323846960094914,0.4323846960094914,0.4323846960094914,0.4323846960094914,7.053030488560685,0.4323846960094914,9.396629713359195,9.358960952812337,0.4624878842265114,3.551163537643756,1.1079223947011734,1.1079223947011734,1.2176656229196188,1.1851309348182912,1.2201210211965046,0.5423909352063491,1.2088395057729335,0.20712585141933748,0.21194414495700975,0.20712585141933748,0.21194414495700975,0.20712585141933748,0.21194414495700975,0.20712585141933748,0.21194414495700975,0.20712585141933748,221562.11142368466,0.21194414495700975,4.467845481771172,9.30471015493728,0.5164711272560955,0.5164711272560955,0.46728845114077183,0.44479383609275436,0.4266150088140821,0.43178263171171616,0.41899409147633976,221562.11142368466,0.42960208634732894,0.1865187194460881,0.18650585420099872,0.1865187194460881,0.18650585420099872,0.1865187194460881,0.18650585420099872,0.1865187194460881,0.18650585420099872,0.1865187194460881,221562.11142368466,0.18650585420099872,221562.11142368466,221562.11142368466,221562.11142368466
SSE,517.3902588966708,527.8358103109085,334.4693205658515,334.4693205658515,334.4693205658515,334.4693205658515,334.4693205658515,334.4693205658515,334.4693205658515,334.4693205658515,334.4693205658515,511.5381162272814,334.4693205658515,513.0454888415055,492.2820352406795,319.81980272038015,395.7445520821257,357.9005679815492,357.9005679815492,360.14761986069936,359.810131921843,359.5074539697594,406.5620935669961,359.36761954553265,201.6789133579714,204.70252709574356,201.6789133579714,204.70252709574356,201.6789133579714,204.70252709574356,201.6789133579714,204.70252709574356,201.6789133579714,527.8358103109085,204.70252709574356,500.7918331828969,461.8609602247733,245.6138231994101,245.6138231994101,242.2369109177398,242.43473485900518,240.1656023735414,242.156591002042,239.94590382536728,527.8358103109085,242.18343172413807,141.97876884409152,141.9689757698945,141.97876884409152,141.9689757698945,141.97876884409152,141.9689757698945,141.97876884409152,141.9689757698945,141.97876884409152,527.8358103109085,141.9689757698945,527.8358103109085,527.8358103109085,527.8358103109085
RS,-1.2771545997568294,-0.9999977432990121,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-0.2671654798640627,-1.15744276582139,-0.2671654798640627,-1.2129198041346667,-1.9853387867196655,-0.6527771685924817,-1.1931242571539278,-1.3027131565296088,-1.3027131565296088,-1.3118075361962203,-1.3127664524970555,-1.3049301471687362,-0.48482938713140705,-1.3052725597355308,-0.14556228168113977,-0.16247601775859766,-0.14556228168113977,-0.16247601775859766,-0.14556228168113977,-0.16247601775859766,-0.14556228168113977,-0.16247601775859766,-0.14556228168113977,-0.9999977432990121,-0.16247601775859766,-2.064202049632974,-2.8741290504422605,-0.9130472417036374,-0.9130472417036374,-0.9132530651533943,-0.9355825962237341,-0.9106518701836983,-0.9363768005753554,-0.9114183232267485,-0.9999977432990121,-0.9369656476500334,-0.07581739479746985,-0.07548610398834314,-0.07581739479746985,-0.07548610398834314,-0.07581739479746985,-0.07548610398834314,-0.07581739479746985,-0.07548610398834314,-0.07581739479746985,-0.9999977432990121,-0.07548610398834314,-0.9999977432990121,-0.9999977432990121,-0.9999977432990121
DH,0.9311958917404339,0.9023514190634171,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.6298586051244371,0.9211432285651501,0.6298586051244371,0.6104911122224785,0.910299462232311,0.5690847931978819,0.6820310743021537,0.7024585883389267,0.7024585883389267,0.7041855311570955,0.704335639827826,0.7027964852091576,0.6634755216090322,0.7028493710613678,0.5028116875131443,0.5074659881265955,0.5028116875131443,0.5074659881265955,0.5028116875131443,0.5074659881265955,0.5028116875131443,0.5074659881265955,0.5028116875131443,0.9023514190634171,0.5074659881265955,0.6213700440193521,0.8450052034324476,0.538922166332898,0.538922166332898,0.5401219728879065,0.5442335573817142,0.5406822423722314,0.544533976132993,0.5409528471225722,0.9023514190634171,0.5446306823734747,0.43771580917578645,0.43763607996999376,0.43771580917578645,0.43763607996999376,0.43771580917578645,0.43763607996999376,0.43771580917578645,0.43763607996999376,0.43771580917578645,0.9023514190634171,0.43763607996999376,0.9023514190634171,0.9023514190634171,0.9023514190634171
