,labels_glass_SpectralClustering_params1,labels_glass_SpectralClustering_params10,labels_glass_SpectralClustering_params11,labels_glass_SpectralClustering_params12,labels_glass_SpectralClustering_params13,labels_glass_SpectralClustering_params14,labels_glass_SpectralClustering_params15,labels_glass_SpectralClustering_params16,labels_glass_SpectralClustering_params17,labels_glass_SpectralClustering_params18,labels_glass_SpectralClustering_params19,labels_glass_SpectralClustering_params2,labels_glass_SpectralClustering_params20,labels_glass_SpectralClustering_params21,labels_glass_SpectralClustering_params22,labels_glass_SpectralClustering_params23,labels_glass_SpectralClustering_params24,labels_glass_SpectralClustering_params25,labels_glass_SpectralClustering_params26,labels_glass_SpectralClustering_params27,labels_glass_SpectralClustering_params28,labels_glass_SpectralClustering_params29,labels_glass_SpectralClustering_params3,labels_glass_SpectralClustering_params30,labels_glass_SpectralClustering_params31,labels_glass_SpectralClustering_params32,labels_glass_SpectralClustering_params33,labels_glass_SpectralClustering_params34,labels_glass_SpectralClustering_params35,labels_glass_SpectralClustering_params36,labels_glass_SpectralClustering_params37,labels_glass_SpectralClustering_params38,labels_glass_SpectralClustering_params39,labels_glass_SpectralClustering_params4,labels_glass_SpectralClustering_params40,labels_glass_SpectralClustering_params41,labels_glass_SpectralClustering_params42,labels_glass_SpectralClustering_params43,labels_glass_SpectralClustering_params44,labels_glass_SpectralClustering_params45,labels_glass_SpectralClustering_params46,labels_glass_SpectralClustering_params47,labels_glass_SpectralClustering_params48,labels_glass_SpectralClustering_params49,labels_glass_SpectralClustering_params5,labels_glass_SpectralClustering_params50,labels_glass_SpectralClustering_params51,labels_glass_SpectralClustering_params52,labels_glass_SpectralClustering_params53,labels_glass_SpectralClustering_params54,labels_glass_SpectralClustering_params55,labels_glass_SpectralClustering_params56,labels_glass_SpectralClustering_params57,labels_glass_SpectralClustering_params58,labels_glass_SpectralClustering_params59,labels_glass_SpectralClustering_params6,labels_glass_SpectralClustering_params60,labels_glass_SpectralClustering_params7,labels_glass_SpectralClustering_params8,labels_glass_SpectralClustering_params9
cSIL,0.5237075567784629,0.8033360020598077,0.8559154373485758,0.8033360020598077,0.5240119128876443,0.5662478078209358,0.6696029038733821,0.6381054653690892,0.6543352351711916,0.6283431536060858,0.7411722332509472,0.5429951390751508,0.7343662710553408,0.7411722332509472,0.7343662710553408,0.7411722332509472,0.7343662710553408,0.38694697913474857,0.37805354134578945,0.5091485244998366,0.43306548984012666,0.4547891800761364,0.6480128648854414,0.44922296453770133,0.7595600132171537,0.709226710181798,0.7595600132171537,0.709226710181798,0.7595600132171537,0.709226710181798,0.4075927822881939,0.4075927822881939,0.4916830810826894,0.6195055330501815,0.4506976122924689,0.4448638080370367,0.4421661805225331,0.801261092650756,0.7458898737397123,0.801261092650756,0.7458898737397123,0.801261092650756,0.7458898737397123,0.43346571963533376,0.6301122084922021,0.4224679367930487,0.4457633225670724,0.4508841035441002,0.4250417960501756,0.4424160098162223,0.698889546298916,0.6319122062359119,0.698889546298916,0.6319122062359119,0.698889546298916,0.5914524224131088,0.6319122062359119,0.8559154373485758,0.8033360020598077,0.8559154373485758
GD43,0.2929244210518574,0.573122232239821,0.6755404342670572,0.573122232239821,0.25263908091786014,0.23946088111532993,0.35083981814770054,0.2877137532926541,0.3202972077945371,0.28323455230033334,0.4175410708913345,0.2558057115074964,0.35728440351211666,0.4175410708913345,0.35728440351211666,0.4175410708913345,0.35728440351211666,0.12054801001687468,0.1197123248933484,0.16190901526741178,0.15812077308247002,0.15541291621136524,0.267702719295659,0.15810090618597317,0.377370050235282,0.32752297631913574,0.377370050235282,0.32752297631913574,0.377370050235282,0.32752297631913574,0.13492661775707082,0.13492661775707082,0.18769047099864963,0.23861589840524178,0.18862703651916357,0.15621810186817026,0.15864077891511474,0.6479821744170852,0.28337805734256105,0.6479821744170852,0.28337805734256105,0.6479821744170852,0.28337805734256105,0.14006310417795984,0.2350389021994745,0.13329381331917012,0.15994634326298038,0.18921052055523657,0.13887230449827326,0.13889026291764123,0.3160361840868273,0.2670462895624099,0.3160361840868273,0.2670462895624099,0.3160361840868273,0.21261621549355636,0.2670462895624099,0.6755404342670572,0.573122232239821,0.6755404342670572
GD53,0.14265703285458525,0.17480276164768266,0.14368308633902158,0.17480276164768266,0.07391084808601926,0.06275569332279367,0.1102387027532172,0.060898298717955594,0.07402269483552225,0.06562457925442106,0.130616886030805,0.09688209631513996,0.14193643861829044,0.130616886030805,0.14193643861829044,0.130616886030805,0.14193643861829044,0.021879743162362728,0.02216491595913091,0.08105475330740372,0.04901357159024992,0.04472759030549356,0.0863581546798247,0.04659958568494612,0.04445834562414557,0.044332120356990586,0.04445834562414557,0.044332120356990586,0.04445834562414557,0.044332120356990586,0.022945853006445888,0.022945853006445888,0.06886561894623942,0.06593182276055302,0.05846976698922858,0.033471636283600545,0.033471636283600545,0.0008692442686226698,0.00041821063888702724,0.0008692442686226698,0.00041821063888702724,0.0008692442686226698,0.00041821063888702724,0.023334599496952976,0.056686571448477,0.022868234081418082,0.05376018712695137,0.03783396326014873,0.03308468064282889,0.033088959023401504,0.020808396673638287,0.025363113530311288,0.020808396673638287,0.025363113530311288,0.020808396673638287,0.056885963882601503,0.025363113530311288,0.14368308633902158,0.17480276164768266,0.14368308633902158
PS,0.18794845192795234,0.3295152915235403,0.4822783961718698,0.3295152915235403,-0.024996715490129218,0.43743093438291614,0.39467304839667006,0.7603623887782797,0.6491172009977065,0.9190708388173402,-0.4548938890532483,0.33214588533939443,-0.3867422207128895,-0.4548938890532483,-0.3867422207128895,-0.4548938890532483,-0.3867422207128895,1.1290593585234736,1.123680313708387,0.4324877097739856,1.5981788245280568,1.7030059428379827,0.8735675627724405,1.6975411325934955,-1.177365429387597,-1.2417577123879355,-1.177365429387597,-1.2417577123879355,-1.177365429387597,-1.2417577123879355,0.8427663237696511,0.8427663237696512,-0.16175446282055045,1.0611152907087151,0.8066213875577136,1.1539928615691226,1.1533534247265866,-2.0090901485024,-1.1143874912218128,-2.0090901485024,-1.1143874912218128,-2.0090901485024,-1.1143874912218128,-0.0786268370402124,1.1150998641678034,0.525386585382563,-1.2132148033118053,-0.10604390834560512,0.4115534236851098,1.056063967955867,-2.706368912733959,-2.259012201188295,-2.706368912733959,-2.259012201188295,-2.706368912733959,1.4197056821161138,-2.259012201188295,0.4822783961718698,0.3295152915235403,0.4822783961718698
rCIP,0.26615254516860654,0.016638687693415456,0.0012595789769393943,0.016638687693415456,1.0542931180361934,1.4247479109554222,1.1156792994874836,1.70345848285971,1.663306173685621,2.2245129401217074,0.012545114655507877,0.43333490758931853,0.2076436043824212,0.012545114655507877,0.2076436043824212,0.012545114655507877,0.2076436043824212,5.791265312219032,5.662882348007243,3.389925574878309,5.465020806967159,5.606894266311138,1.0286568642968552,5.781291586065158,0.12307644826845338,0.3136580814852182,0.12307644826845338,0.3136580814852182,0.12307644826845338,0.3136580814852182,6.425026433371116,6.4250264333711185,3.9430153783263115,1.3073106363915683,5.56749375827902,8.677239347562638,8.734242470953685,0.35894647963485193,0.6329141669005318,0.35894647963485193,0.6329141669005318,0.35894647963485193,0.6329141669005318,8.559733462160233,1.6040187515167832,9.098274069506497,6.423068902191816,8.311576424971102,12.43014706116833,14.936158421896268,0.5725970624511176,1.2749471845216345,0.5725970624511176,1.2749471845216345,0.5725970624511176,1.917644951337546,1.2749471845216345,0.0012595789769393943,0.016638687693415456,0.0012595789769393943
WB,4.002762059693349,3.499930788890661,5.028088357644786,3.499930788890661,4.3402338442237625,3.838420731264999,3.2054765431015264,3.2143041821777714,3.200874723588511,3.2614070026423185,4.066505079721365,3.569438674286002,3.281587107612231,4.066505079721365,3.281587107612231,4.066505079721365,3.281587107612231,4.550766425006042,4.517229092247599,3.7125646148908786,3.823124408381274,3.7671788502391554,3.5893446665331137,3.7850220791972617,4.515295014998122,3.5142330434449263,4.515295014998122,3.5142330434449263,4.515295014998122,3.5142330434449263,4.604647826724442,4.604647826724442,3.9594006349304873,3.5462126935585103,3.9570625919894225,4.1415033682449955,4.149135308671046,4.682099346653344,3.6978109814879234,4.682099346653344,3.6978109814879234,4.682099346653344,3.6978109814879234,4.715929910472895,3.555006759531238,4.823176711657184,4.29318404143865,4.1820093502628355,4.3320400717705265,4.406322916414273,3.742419195844546,3.3205285099301243,3.742419195844546,3.3205285099301243,3.742419195844546,3.623630179048781,3.3205285099301243,5.028088357644786,3.499930788890661,5.028088357644786
XB,0.9589727366178908,0.26806912631465235,0.19994826519625677,0.26806912631465235,1.1977105223794422,1.0298152296821117,0.7235666445545891,0.8326211516633598,0.8614817676852491,1.0778830172495677,0.34832416243896647,0.947225749733372,0.6071003915392438,0.34832416243896647,0.6071003915392438,0.34832416243896647,0.6071003915392438,4.106861230380837,4.190530367380305,3.3243407634289417,3.242563254632793,3.497727673849338,0.8829180531532659,3.3896199151964908,0.4976329315355408,0.5650448794131578,0.4976329315355408,0.5650448794131578,0.4976329315355408,0.5650448794131578,3.6740606320597236,3.6740606320597236,3.040085168745697,1.001093521473879,3.008835523852317,3.3362963745245864,3.2389172937880297,0.6767010404304356,0.7063615723605763,0.6767010404304356,0.7063615723605763,0.6767010404304356,0.7063615723605763,3.053138679839521,1.0752714017719591,3.468553493210631,2.9387201343938547,2.8425169552032683,4.052263614992167,4.0970700774982225,0.5266238644798701,0.6749585898979045,0.5266238644798701,0.6749585898979045,0.5266238644798701,1.3415349175528932,0.6749585898979045,0.19994826519625677,0.26806912631465235,0.19994826519625677
SSE,114.27453893501891,106.61831342034667,127.24382262141451,106.61831342034667,106.16588570873799,99.22189394650809,89.2520915911978,89.40170468062293,89.17397105648823,90.19461071924434,102.47336966956141,107.73724297422417,90.53155294486362,102.47336966956141,90.53155294486362,102.47336966956141,90.53155294486362,98.54399034317657,98.12968166020501,87.3312562622533,88.91978293491015,88.12045004292489,108.05391192138232,88.37638131538127,98.10570813617626,84.38910494592047,98.10570813617626,84.38910494592047,98.10570813617626,84.38910494592047,90.65548014293606,90.65548014293606,82.54148016675398,107.36564704850596,82.51034155942568,84.92661817292056,85.0248783714228,91.56918247221023,78.97313804474867,91.56918247221023,78.97313804474867,91.56918247221023,78.97313804474867,84.73226659893959,107.50661338693652,85.93442083041569,79.78931385951631,78.43243144394947,80.25778054648191,81.1452023868505,72.81560450921164,67.01470624335593,72.81560450921164,67.01470624335593,72.81560450921164,108.59545641914147,67.01470624335593,127.24382262141451,106.61831342034667,127.24382262141451
RS,-1.0947269377186868,-0.9456748479081356,-1.1285707669530156,-0.9456748479081356,-1.2700841524605355,-1.1435652008495962,-1.46856161503393,-1.5591925718759205,-1.4951092255450698,-1.4944872556116782,-1.7047282937458292,-1.0131108474451074,-1.3028389450810232,-1.7047282937458292,-1.3028389450810232,-1.7047282937458292,-1.3028389450810232,-1.2213707895227606,-1.237928266664325,-1.7004078721331628,-1.6755601801534779,-1.572095919268166,-0.9943375397478055,-1.57847312099718,-1.8424670783435828,-1.5943319445947153,-1.8424670783435828,-1.5943319445947153,-1.8424670783435828,-1.5943319445947153,-1.7159781866387587,-1.7159781866387578,-2.2196285853336972,-1.0328556858814628,-2.248141515990109,-1.6873176387851785,-1.6934281558330178,-0.9004120714517964,-1.7261320773750797,-0.9004120714517964,-1.7261320773750797,-0.9004120714517964,-1.7261320773750797,-1.8472682905733833,-0.9282022407644763,-1.8269965589416386,-1.982488552824618,-2.3549832380111146,-1.7647803640018622,-1.7560559308347004,-2.1485591294653346,-2.156333167333561,-2.1485591294653346,-2.156333167333561,-2.1485591294653346,-0.9439355607589281,-2.156333167333561,-1.1285707669530156,-0.9456748479081356,-1.1285707669530156
DH,0.1522634417875814,0.10709137236836212,0.10017488749413805,0.10709137236836212,0.11139828048824567,0.11084599092832204,0.12095349115908137,0.1267240374885525,0.12492760879219104,0.12660831408256215,0.08288059663951568,0.1505773162205954,0.08173067025124926,0.08288059663951568,0.08173067025124926,0.08288059663951568,0.08173067025124926,0.08780758708234251,0.08804769491984633,0.098063792452489,0.10074618878568257,0.09904664698774036,0.17481187425459288,0.09937179151693892,0.057993946008593505,0.061465266927278946,0.057993946008593505,0.061465266927278946,0.057993946008593505,0.061465266927278946,0.07020906567758853,0.07020906567758854,0.07370932693050834,0.1798423517201673,0.07624092940272305,0.08062886484993176,0.080737399934993,0.035794545603378976,0.04553453318786905,0.035794545603378976,0.04553453318786905,0.035794545603378976,0.04553453318786905,0.058825557710975966,0.1782945521007925,0.05890074858526665,0.05965736190708723,0.06358751735319126,0.06587800840598428,0.06697239728732675,0.03883112718864926,0.04529580595613208,0.03883112718864926,0.04529580595613208,0.03883112718864926,0.18342157268586157,0.04529580595613208,0.10017488749413805,0.10709137236836212,0.10017488749413805
