,labels_pathbased_KMeans_params1,labels_pathbased_KMeans_params10,labels_pathbased_KMeans_params11,labels_pathbased_KMeans_params12,labels_pathbased_KMeans_params13,labels_pathbased_KMeans_params14,labels_pathbased_KMeans_params15,labels_pathbased_KMeans_params16,labels_pathbased_KMeans_params17,labels_pathbased_KMeans_params18,labels_pathbased_KMeans_params19,labels_pathbased_KMeans_params2,labels_pathbased_KMeans_params20,labels_pathbased_KMeans_params21,labels_pathbased_KMeans_params22,labels_pathbased_KMeans_params23,labels_pathbased_KMeans_params24,labels_pathbased_KMeans_params25,labels_pathbased_KMeans_params26,labels_pathbased_KMeans_params27,labels_pathbased_KMeans_params28,labels_pathbased_KMeans_params29,labels_pathbased_KMeans_params3,labels_pathbased_KMeans_params30,labels_pathbased_KMeans_params31,labels_pathbased_KMeans_params32,labels_pathbased_KMeans_params33,labels_pathbased_KMeans_params34,labels_pathbased_KMeans_params35,labels_pathbased_KMeans_params36,labels_pathbased_KMeans_params37,labels_pathbased_KMeans_params38,labels_pathbased_KMeans_params39,labels_pathbased_KMeans_params4,labels_pathbased_KMeans_params40,labels_pathbased_KMeans_params41,labels_pathbased_KMeans_params42,labels_pathbased_KMeans_params43,labels_pathbased_KMeans_params44,labels_pathbased_KMeans_params45,labels_pathbased_KMeans_params46,labels_pathbased_KMeans_params47,labels_pathbased_KMeans_params48,labels_pathbased_KMeans_params49,labels_pathbased_KMeans_params5,labels_pathbased_KMeans_params50,labels_pathbased_KMeans_params51,labels_pathbased_KMeans_params52,labels_pathbased_KMeans_params53,labels_pathbased_KMeans_params54,labels_pathbased_KMeans_params55,labels_pathbased_KMeans_params56,labels_pathbased_KMeans_params57,labels_pathbased_KMeans_params58,labels_pathbased_KMeans_params59,labels_pathbased_KMeans_params6,labels_pathbased_KMeans_params60,labels_pathbased_KMeans_params61,labels_pathbased_KMeans_params62,labels_pathbased_KMeans_params63,labels_pathbased_KMeans_params64,labels_pathbased_KMeans_params65,labels_pathbased_KMeans_params66,labels_pathbased_KMeans_params67,labels_pathbased_KMeans_params68,labels_pathbased_KMeans_params69,labels_pathbased_KMeans_params7,labels_pathbased_KMeans_params70,labels_pathbased_KMeans_params71,labels_pathbased_KMeans_params72,labels_pathbased_KMeans_params8,labels_pathbased_KMeans_params9
cSIL,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8305221824113785,0.8787788734210201,0.8305221824113785,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8305221824113785,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8787788734210201,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8305221824113785,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8305221824113785,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.8097767124473231,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.8305221824113785,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.8305221824113785,0.7752062669242641,0.7752062669242641,0.7752062669242641,0.8305221824113785,0.8305221824113785
GD43,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.294048692524512,2.6283734221263,2.294048692524512,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.294048692524512,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,2.6283734221263,1.7813988352639745,1.7813988352639745,1.7813988352639745,2.294048692524512,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,2.294048692524512,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,1.7813988352639745,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.294048692524512,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.294048692524512,2.1996757452604556,2.1996757452604556,2.1996757452604556,2.294048692524512,2.294048692524512
GD53,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.49690795378760655,0.34309768573159566,0.49690795378760655,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.49690795378760655,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.34309768573159566,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.49690795378760655,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.49690795378760655,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.3556657954684342,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.49690795378760655,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.49690795378760655,0.4146522962556351,0.4146522962556351,0.4146522962556351,0.49690795378760655,0.49690795378760655
PS,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,1.9567020555558647,2.09047306199413,1.9567020555558647,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,1.9567020555558647,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,2.09047306199413,1.096150540223843,1.096150540223843,1.096150540223843,1.9567020555558647,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.9567020555558647,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,1.096150540223843,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,1.9567020555558647,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,0.5704389758538575,1.9567020555558647,0.5704389758538575,0.5704389758538575,0.5704389758538575,1.9567020555558647,1.9567020555558647
rCIP,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.005577509732182252,0.015373217310539623,0.005577509732182252,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.005577509732182252,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.015373217310539623,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.005577509732182252,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.005577509732182252,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.3937326269243825,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.005577509732182252,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.005577509732182252,0.6542646854141563,0.6542646854141563,0.6542646854141563,0.005577509732182252,0.005577509732182252
WB,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.6324634897676265,1.2500884142206155,1.6324634897676265,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.6324634897676265,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2500884142206155,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.6324634897676265,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.6324634897676265,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2433519625956133,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.6324634897676265,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.6324634897676265,1.2018467730278284,1.2018467730278284,1.2018467730278284,1.6324634897676265,1.6324634897676265
XB,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.20405565371923381,0.12494883836562154,0.20405565371923381,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.20405565371923381,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.12494883836562154,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.20405565371923381,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.20405565371923381,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.40067001628193266,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.20405565371923381,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.20405565371923381,0.38407993163933674,0.38407993163933674,0.38407993163933674,0.20405565371923381,0.20405565371923381
SSE,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,68.74944384474331,44.9955676935632,68.74944384474331,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,68.74944384474331,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,44.9955676935632,36.27538608358856,36.27538608358856,36.27538608358856,68.74944384474331,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,68.74944384474331,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,36.27538608358856,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,68.74944384474331,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,29.645244718345662,68.74944384474331,29.645244718345662,29.645244718345662,29.645244718345662,68.74944384474331,68.74944384474331
RS,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.10116241785819757,0.03195278810674963,0.10116241785819757,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.10116241785819757,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.03195278810674963,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.10116241785819757,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.10116241785819757,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.026500172650609086,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.10116241785819757,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.10116241785819757,0.009400944014561199,0.009400944014561199,0.009400944014561199,0.10116241785819757,0.10116241785819757
DH,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.478100158659417,0.4117142889545204,0.478100158659417,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.478100158659417,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.4117142889545204,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.478100158659417,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.478100158659417,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.3845797328744198,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.478100158659417,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.478100158659417,0.36052428432969785,0.36052428432969785,0.36052428432969785,0.478100158659417,0.478100158659417
