,labels_pathbased_AgglomerativeClustering_params1,labels_pathbased_AgglomerativeClustering_params10,labels_pathbased_AgglomerativeClustering_params11,labels_pathbased_AgglomerativeClustering_params12,labels_pathbased_AgglomerativeClustering_params13,labels_pathbased_AgglomerativeClustering_params14,labels_pathbased_AgglomerativeClustering_params15,labels_pathbased_AgglomerativeClustering_params16,labels_pathbased_AgglomerativeClustering_params17,labels_pathbased_AgglomerativeClustering_params18,labels_pathbased_AgglomerativeClustering_params19,labels_pathbased_AgglomerativeClustering_params2,labels_pathbased_AgglomerativeClustering_params20,labels_pathbased_AgglomerativeClustering_params21,labels_pathbased_AgglomerativeClustering_params22,labels_pathbased_AgglomerativeClustering_params23,labels_pathbased_AgglomerativeClustering_params24,labels_pathbased_AgglomerativeClustering_params25,labels_pathbased_AgglomerativeClustering_params26,labels_pathbased_AgglomerativeClustering_params27,labels_pathbased_AgglomerativeClustering_params28,labels_pathbased_AgglomerativeClustering_params29,labels_pathbased_AgglomerativeClustering_params3,labels_pathbased_AgglomerativeClustering_params30,labels_pathbased_AgglomerativeClustering_params31,labels_pathbased_AgglomerativeClustering_params32,labels_pathbased_AgglomerativeClustering_params33,labels_pathbased_AgglomerativeClustering_params34,labels_pathbased_AgglomerativeClustering_params35,labels_pathbased_AgglomerativeClustering_params36,labels_pathbased_AgglomerativeClustering_params37,labels_pathbased_AgglomerativeClustering_params38,labels_pathbased_AgglomerativeClustering_params39,labels_pathbased_AgglomerativeClustering_params4,labels_pathbased_AgglomerativeClustering_params40,labels_pathbased_AgglomerativeClustering_params41,labels_pathbased_AgglomerativeClustering_params42,labels_pathbased_AgglomerativeClustering_params43,labels_pathbased_AgglomerativeClustering_params44,labels_pathbased_AgglomerativeClustering_params45,labels_pathbased_AgglomerativeClustering_params46,labels_pathbased_AgglomerativeClustering_params47,labels_pathbased_AgglomerativeClustering_params48,labels_pathbased_AgglomerativeClustering_params49,labels_pathbased_AgglomerativeClustering_params5,labels_pathbased_AgglomerativeClustering_params50,labels_pathbased_AgglomerativeClustering_params51,labels_pathbased_AgglomerativeClustering_params52,labels_pathbased_AgglomerativeClustering_params53,labels_pathbased_AgglomerativeClustering_params54,labels_pathbased_AgglomerativeClustering_params55,labels_pathbased_AgglomerativeClustering_params56,labels_pathbased_AgglomerativeClustering_params57,labels_pathbased_AgglomerativeClustering_params58,labels_pathbased_AgglomerativeClustering_params59,labels_pathbased_AgglomerativeClustering_params6,labels_pathbased_AgglomerativeClustering_params60,labels_pathbased_AgglomerativeClustering_params61,labels_pathbased_AgglomerativeClustering_params62,labels_pathbased_AgglomerativeClustering_params63,labels_pathbased_AgglomerativeClustering_params64,labels_pathbased_AgglomerativeClustering_params7,labels_pathbased_AgglomerativeClustering_params8,labels_pathbased_AgglomerativeClustering_params9
cSIL,0.8089440698309972,0.5207400312451614,0.8089440698309972,0.741759005621556,0.5207400312451614,0.8081132586949336,0.8282689734857072,0.8282689734857072,0.8405222491979719,0.8394146604502494,0.8829650800229266,0.7244492977408132,0.6830608358302058,0.8936184377212286,0.8830631749999713,0.6830608358302058,0.8394146604502494,0.8829650800229266,0.6830608358302058,0.8936184377212286,0.8830631749999713,0.6830608358302058,0.741759005621556,0.8678668043705161,0.842180796157591,0.8998488869172041,0.7821860088780406,0.7172347246531913,0.8816429672401352,0.7554608513969698,0.8277356654602013,0.8794300719601884,0.7554608513969698,0.5207400312451614,0.7172347246531913,0.8816429672401352,0.7554608513969698,0.8277356654602013,0.8794300719601884,0.7554608513969698,0.7744211634313469,0.8426656833194646,0.8813612094075421,0.824309436961568,0.8089440698309972,0.7715313395906269,0.8817899932010704,0.6200483674125676,0.8110154421384447,0.875611250337261,0.7210363454534778,0.7715313395906269,0.8817899932010704,0.6200483674125676,0.8110154421384447,0.741759005621556,0.875611250337261,0.7210363454534778,0.7173642899274455,0.8230323641612098,0.8211388783822606,0.5207400312451614,0.7244492977408132,0.741759005621556
GD43,1.6056343159449433,0.7140365294594037,1.6056343159449433,1.0908396421512205,0.7140365294594037,1.5350712456169375,2.054700188662007,2.054700188662007,1.795477753450146,2.136986452613158,3.150909557414277,1.0842471883117382,0.17386383730717467,3.334772365167705,3.1464976751604823,0.17386383730717467,2.136986452613158,3.150909557414277,0.17386383730717467,3.334772365167705,3.1464976751604823,0.17386383730717467,1.0908396421512205,2.420900118657728,2.129889872293595,2.6665942026190383,0.9784752144343543,1.082365761741675,2.2379244518991417,0.1738748949315293,1.9601055913549534,2.1960789082093943,0.1738748949315293,0.7140365294594037,1.082365761741675,2.2379244518991417,0.1738748949315293,1.9601055913549534,2.1960789082093943,0.1738748949315293,1.1509009511876385,2.3615972968037013,1.0788685787778767,2.3223096927071603,1.6056343159449433,1.2674551258903595,2.71630412906539,0.17281893802179993,2.1723803555317263,1.8498831266435412,0.15233545151200606,1.2674551258903595,2.71630412906539,0.17281893802179993,2.1723803555317263,1.0908396421512205,1.8498831266435412,0.15233545151200606,1.1093789518817014,2.169008156191841,1.3536060986379839,0.7140365294594037,1.0842471883117382,1.0908396421512205
GD53,0.3893556532966558,0.49832775919732436,0.3893556532966558,0.469114394854405,0.49832775919732436,0.3724847813703217,0.45081340973460204,0.45081340973460204,0.26067062075733943,0.3041892349426361,0.40110362177417574,0.471078543770621,0.0,0.4374710063124863,0.40284297278134884,0.0,0.3041892349426361,0.40110362177417574,0.0,0.4374710063124863,0.40284297278134884,0.0,0.469114394854405,0.34007780426276285,0.30693400482627603,0.4009649699997617,0.18918783991242602,0.24475560422808917,0.3533517834301994,0.0,0.35448729423575204,0.34268962424799815,0.0,0.49832775919732436,0.24475560422808917,0.3533517834301994,0.0,0.35448729423575204,0.34268962424799815,0.0,0.2248759295861518,0.32408971691293814,0.04659304267655245,0.33062048062092375,0.3893556532966558,0.15970654908470094,0.08873684795028372,0.0,0.25557194942107436,0.09390805909161155,0.0,0.15970654908470094,0.08873684795028372,0.0,0.25557194942107436,0.469114394854405,0.09390805909161155,0.0,0.20484638307153938,0.23561764687042286,0.05845811803373148,0.49832775919732436,0.471078543770621,0.469114394854405
PS,1.8090477345682106,0.9667244269205182,1.8090477345682106,1.074892885791305,0.9667244269205182,1.7977245504433905,1.904927163780973,1.904927163780973,1.9532388425510803,1.7306813842299664,1.998467799042415,1.0959444797982891,-0.5945385711669251,2.022312753392604,2.013117230594701,-0.5945385711669251,1.7306813842299664,1.998467799042415,-0.5945385711669251,2.022312753392604,2.013117230594701,-0.5945385711669251,1.074892885791305,2.015541486606473,1.7552257341104978,1.889103234207344,1.1183493949549108,1.3438810140820636,1.2945428497209692,-0.9075912638457676,0.949447030918603,1.260581446903299,-0.9075912638457676,0.9667244269205182,1.3438810140820636,1.2945428497209692,-0.9075912638457676,0.949447030918603,1.260581446903299,-0.9075912638457676,1.0556312763997755,1.5883091594319891,0.6070724974819238,0.37443598650388754,1.8090477345682106,0.6377472548971894,0.23749958625043738,-2.465516213627245,0.20971952704968178,0.5205747795971437,-1.0950373816568781,0.6377472548971894,0.23749958625043738,-2.465516213627245,0.20971952704968178,1.074892885791305,0.5205747795971437,-1.0950373816568781,0.7152059165181157,0.5825567187791847,0.09166746384467456,0.9667244269205182,1.0959444797982891,1.074892885791305
rCIP,0.015503948072228617,0.18570659796118322,0.015503948072228617,0.006722262710412644,0.18570659796118322,0.014324176941385986,0.006313481065219426,0.006313481065219426,0.02190868664398702,0.03455369074632335,0.013637618575213402,0.016423549588791567,0.35488513867217997,0.013414335749031059,0.013316749916726706,0.35488513867217997,0.03455369074632335,0.013637618575213402,0.35488513867217997,0.013414335749031059,0.013316749916726706,0.35488513867217997,0.006722262710412644,0.04457943393781137,0.07639621719496736,0.014847557859180007,0.39170036922422063,0.44208111525202165,0.04459734250837134,0.6037088802045164,0.2780865618544886,0.048734418771796774,0.6037088802045164,0.18570659796118322,0.44208111525202165,0.04459734250837134,0.6037088802045164,0.2780865618544886,0.048734418771796774,0.6037088802045164,0.4924880057969309,0.23246144799967544,0.4892283848910845,0.4790890519174535,0.015503948072228617,0.5697991411480101,0.15884656414897022,1.172696113353152,0.43726488284512666,0.10582154077953364,0.898534958738453,0.5697991411480101,0.15884656414897022,1.172696113353152,0.43726488284512666,0.006722262710412644,0.10582154077953364,0.898534958738453,0.8611127102974641,0.4401829740402818,0.6219235354484978,0.18570659796118322,0.016423549588791567,0.006722262710412644
WB,1.900399421578379,573.1949226307868,1.900399421578379,9.666135675747396,573.1949226307868,1.9034956314858362,1.6607157414570397,1.6607157414570397,1.3340953779993165,1.5261488926225384,1.2692777522520153,8.768146812437422,387.4937829522076,1.2954575311070524,1.2637610912779627,387.4937829522076,1.5261488926225384,1.2692777522520153,387.4937829522076,1.2954575311070524,1.2637610912779627,387.4937829522076,9.666135675747396,1.2721774464174673,1.4203575928932735,1.6887596387519854,1.3422419826320018,1.5481281287848614,1.3859421877736038,356.79555701832953,1.3292924085739726,1.367381301920063,356.79555701832953,573.1949226307868,1.5481281287848614,1.3859421877736038,356.79555701832953,1.3292924085739726,1.367381301920063,356.79555701832953,1.3467064431809606,1.38018731325992,1.948441644981418,1.2717579196686446,1.900399421578379,1.5947332131133016,1.5368360780895678,420.322955834367,1.3346130915426886,1.4377081811809609,20.33164339392201,1.5947332131133016,1.5368360780895678,420.322955834367,1.3346130915426886,9.666135675747396,1.4377081811809609,20.33164339392201,1.3327614924896989,1.519849753077295,1.9807478972888357,573.1949226307868,8.768146812437422,9.666135675747396
XB,0.2358892225059594,0.9553141852103132,0.2358892225059594,0.43626869332155954,0.9553141852103132,0.2359967514836412,0.20740138536893155,0.20740138536893155,0.1668943199903932,0.18875890375684376,0.12700872101560032,0.45311392795898137,16.072580609624467,0.1266182164751252,0.12697565087596172,16.072580609624467,0.18875890375684376,0.12700872101560032,16.072580609624467,0.1266182164751252,0.12697565087596172,16.072580609624467,0.43626869332155954,0.14417554226354296,0.21514321881747273,0.15385006183449054,0.45869161629821764,0.6089129952460318,0.2179193247362706,16.017445477721896,0.3836353015406373,0.22404459249671835,16.017445477721896,0.9553141852103132,0.6089129952460318,0.2179193247362706,16.017445477721896,0.3836353015406373,0.22404459249671835,16.017445477721896,0.5395822164553477,0.19872366016983864,0.8547690209004358,0.3701934273601582,0.2358892225059594,0.5276982226752097,0.2358937698119671,16.006607055427263,0.32404317247900094,0.27679231985420216,13.00002285011032,0.5276982226752097,0.2358937698119671,16.006607055427263,0.32404317247900094,0.43626869332155954,0.27679231985420216,13.00002285011032,0.48522859770348925,0.3164648143455609,0.7404433299050898,0.9553141852103132,0.45311392795898137,0.43626869332155954
SSE,74.535432576782,152.44537784864534,74.535432576782,126.7514201228659,152.44537784864534,74.5976517994134,69.39948786521887,69.39948786521887,47.088557360435374,51.5816273450368,45.48091859787104,124.56436401178024,151.8020320676268,46.136083100162864,45.341834573730466,151.8020320676268,51.5816273450368,45.48091859787104,151.8020320676268,46.136083100162864,45.341834573730466,151.8020320676268,126.7514201228659,45.55388059722867,49.15495054927447,55.09812766266954,38.43565023814648,42.686189653261174,39.365012843226964,151.28129272499035,38.15732708283963,38.97213139230193,151.28129272499035,152.44537784864534,42.686189653261174,39.365012843226964,151.28129272499035,38.15732708283963,38.97213139230193,151.28129272499035,38.531291666819634,39.24348837310143,50.10847296805942,31.020024323324478,74.535432576782,36.99284887769791,35.96556795606581,151.1789261810797,32.23014480572381,34.163820216421705,122.78239154642115,36.99284887769791,35.96556795606581,151.1789261810797,32.23014480572381,126.7514201228659,34.163820216421705,122.78239154642115,32.19484025422334,35.66071443060417,43.40644510237909,152.44537784864534,124.56436401178024,126.7514201228659
RS,0.050802081822411124,0.00013304551596914077,0.050802081822411124,-0.22253711521529726,0.00013304551596914077,0.05786438399656843,0.09575472208217323,0.09575472208217323,-0.07501402048040468,-0.055713687377540524,0.07717235819015385,-0.30144867225610744,0.0010003085151847413,0.12947077553879371,0.078591608178737,0.0010003085151847413,-0.055713687377540524,0.07717235819015385,0.0010003085151847413,0.12947077553879371,0.078591608178737,0.0010003085151847413,-0.22253711521529726,0.020869435037501098,0.041915566320657,0.20454771981917413,-0.13464173277259045,-0.23919802704752627,0.09589775705956534,0.0010638401902036455,0.07071851745850678,0.09299467836496092,0.0010638401902036455,0.00013304551596914077,-0.23919802704752627,0.09589775705956534,0.0010638401902036455,0.07071851745850678,0.09299467836496092,0.0010638401902036455,-0.06367047157417946,-0.03247809841064068,0.24896148573021196,0.10059813746528494,0.050802081822411124,-0.037610955369426206,0.2389023336649652,-0.006693639220699929,0.05533420214241954,0.08847890068561894,-0.24301494806362825,-0.037610955369426206,0.2389023336649652,-0.006693639220699929,0.05533420214241954,-0.22253711521529726,0.08847890068561894,-0.24301494806362825,-0.16349806627302557,0.04216362692101219,0.14020942508638384,0.00013304551596914077,-0.30144867225610744,-0.22253711521529726
DH,0.4925928159836016,0.4793761993334628,0.4925928159836016,0.5405806009580719,0.4793761993334628,0.48888668161512056,0.4796851807015794,0.4796851807015794,0.4329012346729544,0.43513326716707895,0.4021948070990861,0.5724040425388752,0.3135811829478446,0.3892214623639996,0.40173988884820383,0.3135811829478446,0.43513326716707895,0.4021948070990861,0.3135811829478446,0.3892214623639996,0.40173988884820383,0.3135811829478446,0.5405806009580719,0.42270228162847207,0.42247592968826414,0.3465765735268217,0.40668499587576434,0.43925162109511434,0.3322976391803524,0.23747054483531843,0.36590036223401834,0.3350951712918711,0.23747054483531843,0.4793761993334628,0.43925162109511434,0.3322976391803524,0.23747054483531843,0.36590036223401834,0.3350951712918711,0.23747054483531843,0.4059725350709092,0.38544866725856014,0.2750529250796268,0.32667740856955446,0.4925928159836016,0.34988652694591277,0.2685998384219818,0.211368708603745,0.33416379155811743,0.30075505429589827,0.25536245943706337,0.34988652694591277,0.2685998384219818,0.211368708603745,0.33416379155811743,0.5405806009580719,0.30075505429589827,0.25536245943706337,0.3952600306153597,0.3301392648173641,0.27081217932818824,0.4793761993334628,0.5724040425388752,0.5405806009580719
