,labels_a2_KMeans_params1,labels_a2_KMeans_params10,labels_a2_KMeans_params11,labels_a2_KMeans_params12,labels_a2_KMeans_params13,labels_a2_KMeans_params14,labels_a2_KMeans_params15,labels_a2_KMeans_params16,labels_a2_KMeans_params17,labels_a2_KMeans_params18,labels_a2_KMeans_params19,labels_a2_KMeans_params2,labels_a2_KMeans_params20,labels_a2_KMeans_params21,labels_a2_KMeans_params22,labels_a2_KMeans_params23,labels_a2_KMeans_params24,labels_a2_KMeans_params25,labels_a2_KMeans_params26,labels_a2_KMeans_params27,labels_a2_KMeans_params28,labels_a2_KMeans_params29,labels_a2_KMeans_params3,labels_a2_KMeans_params30,labels_a2_KMeans_params31,labels_a2_KMeans_params32,labels_a2_KMeans_params33,labels_a2_KMeans_params34,labels_a2_KMeans_params35,labels_a2_KMeans_params36,labels_a2_KMeans_params37,labels_a2_KMeans_params38,labels_a2_KMeans_params39,labels_a2_KMeans_params4,labels_a2_KMeans_params40,labels_a2_KMeans_params41,labels_a2_KMeans_params42,labels_a2_KMeans_params43,labels_a2_KMeans_params44,labels_a2_KMeans_params45,labels_a2_KMeans_params46,labels_a2_KMeans_params47,labels_a2_KMeans_params48,labels_a2_KMeans_params49,labels_a2_KMeans_params5,labels_a2_KMeans_params50,labels_a2_KMeans_params51,labels_a2_KMeans_params52,labels_a2_KMeans_params53,labels_a2_KMeans_params54,labels_a2_KMeans_params55,labels_a2_KMeans_params56,labels_a2_KMeans_params57,labels_a2_KMeans_params58,labels_a2_KMeans_params59,labels_a2_KMeans_params6,labels_a2_KMeans_params60,labels_a2_KMeans_params61,labels_a2_KMeans_params62,labels_a2_KMeans_params63,labels_a2_KMeans_params64,labels_a2_KMeans_params65,labels_a2_KMeans_params66,labels_a2_KMeans_params67,labels_a2_KMeans_params68,labels_a2_KMeans_params69,labels_a2_KMeans_params7,labels_a2_KMeans_params70,labels_a2_KMeans_params71,labels_a2_KMeans_params72,labels_a2_KMeans_params73,labels_a2_KMeans_params74,labels_a2_KMeans_params75,labels_a2_KMeans_params76,labels_a2_KMeans_params77,labels_a2_KMeans_params78,labels_a2_KMeans_params79,labels_a2_KMeans_params8,labels_a2_KMeans_params80,labels_a2_KMeans_params81,labels_a2_KMeans_params82,labels_a2_KMeans_params83,labels_a2_KMeans_params84,labels_a2_KMeans_params85,labels_a2_KMeans_params86,labels_a2_KMeans_params87,labels_a2_KMeans_params88,labels_a2_KMeans_params89,labels_a2_KMeans_params9,labels_a2_KMeans_params90
cSIL,0.8773563855902969,0.8785102290636133,0.8785102290636133,0.8785102290636133,0.8773563855902969,0.8773563855902969,0.8785102290636133,0.8785102290636133,0.8785102290636133,0.8785102290636133,0.8814753914840256,0.8773563855902969,0.8814753914840256,0.8823297444145283,0.8823297444145283,0.8823297444145283,0.8823297444145283,0.8814753914840256,0.8814753914840256,0.8823297444145283,0.8823297444145283,0.8823297444145283,0.8785102290636133,0.8823297444145283,0.8814753914840256,0.8814753914840256,0.8823297444145283,0.8823297444145283,0.8823297444145283,0.8823297444145283,0.8840785971878689,0.8840785971878689,0.8844502967089749,0.8785102290636133,0.8844502967089749,0.8844502967089749,0.8844502967089749,0.8840785971878689,0.8840785971878689,0.8844502967089749,0.8844502967089749,0.8844502967089749,0.8844502967089749,0.8840785971878689,0.8785102290636133,0.8840785971878689,0.8844502967089749,0.8844502967089749,0.8844502967089749,0.8844502967089749,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8785102290636133,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8773563855902969,0.8867562974046919,0.8867562974046919,0.8867562974046919,0.8776351438351407,0.8776351438351407,0.8779854549403492,0.8779854549403492,0.8779854549403492,0.8779854549403492,0.8776351438351407,0.8773563855902969,0.8776351438351407,0.8779854549403492,0.8779854549403492,0.8779854549403492,0.8779854549403492,0.8776351438351407,0.8776351438351407,0.8779854549403492,0.8779854549403492,0.8779854549403492,0.8785102290636133,0.8779854549403492
GD43,2.506574981598687,2.5127732342843037,2.5127732342843037,2.5127732342843037,2.506574981598687,2.506574981598687,2.5127732342843037,2.5127732342843037,2.5127732342843037,2.5127732342843037,2.506574981598687,2.506574981598687,2.506574981598687,2.463776748380474,2.463776748380474,2.463776748380474,2.463776748380474,2.506574981598687,2.506574981598687,2.463776748380474,2.463776748380474,2.463776748380474,2.5127732342843037,2.463776748380474,2.506574981598687,2.506574981598687,2.463776748380474,2.463776748380474,2.463776748380474,2.463776748380474,2.4678852077770497,2.4678852077770497,2.463776748380474,2.5127732342843037,2.463776748380474,2.463776748380474,2.463776748380474,2.4678852077770497,2.4678852077770497,2.463776748380474,2.463776748380474,2.463776748380474,2.463776748380474,2.4678852077770497,2.5127732342843037,2.4678852077770497,2.463776748380474,2.463776748380474,2.463776748380474,2.463776748380474,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.5127732342843037,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.506574981598687,2.4491630074333712,2.4491630074333712,2.4491630074333712,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.506574981598687,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.2490516473097206,2.5127732342843037,2.2490516473097206
GD53,0.08371875137306069,0.08766929285422448,0.08766929285422448,0.08766929285422448,0.08371875137306069,0.08371875137306069,0.08766929285422448,0.08766929285422448,0.08766929285422448,0.08766929285422448,0.08371875137306069,0.08371875137306069,0.08371875137306069,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08371875137306069,0.08371875137306069,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08766929285422448,0.08741181462591288,0.08371875137306069,0.08371875137306069,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08417249302430363,0.08417249302430363,0.08741181462591288,0.08766929285422448,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08417249302430363,0.08417249302430363,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08417249302430363,0.08766929285422448,0.08417249302430363,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08741181462591288,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08766929285422448,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.08371875137306069,0.08689333679893486,0.08689333679893486,0.08689333679893486,0.07886040396784896,0.07886040396784896,0.08005726893727085,0.08005726893727085,0.08005726893727085,0.08005726893727085,0.07886040396784896,0.08371875137306069,0.07886040396784896,0.08005726893727085,0.08005726893727085,0.08005726893727085,0.08005726893727085,0.07886040396784896,0.07886040396784896,0.08005726893727085,0.08005726893727085,0.08005726893727085,0.08766929285422448,0.08005726893727085
PS,-11.80877374148336,-11.79337988334098,-11.79337988334098,-11.79337988334098,-11.80877374148336,-11.80877374148336,-11.79337988334098,-11.79337988334098,-11.79337988334098,-11.79337988334098,-11.72321861964802,-11.80877374148336,-11.72321861964802,-11.708905952421432,-11.708905952421432,-11.708905952421432,-11.708905952421432,-11.72321861964802,-11.72321861964802,-11.708905952421432,-11.708905952421432,-11.708905952421432,-11.79337988334098,-11.708905952421432,-11.72321861964802,-11.72321861964802,-11.708905952421432,-11.708905952421432,-11.708905952421432,-11.708905952421432,-12.694312462052864,-12.694312462052864,-12.687161328461869,-11.79337988334098,-12.687161328461869,-12.687161328461869,-12.687161328461869,-12.694312462052864,-12.694312462052864,-12.687161328461869,-12.687161328461869,-12.687161328461869,-12.687161328461869,-12.694312462052864,-11.79337988334098,-12.694312462052864,-12.687161328461869,-12.687161328461869,-12.687161328461869,-12.687161328461869,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-11.79337988334098,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-13.717012957884645,-11.80877374148336,-13.717012957884645,-13.717012957884645,-13.717012957884645,-14.701710887869838,-14.701710887869838,-14.69463493922488,-14.69463493922488,-14.69463493922488,-14.69463493922488,-14.701710887869838,-11.80877374148336,-14.701710887869838,-14.69463493922488,-14.69463493922488,-14.69463493922488,-14.69463493922488,-14.701710887869838,-14.701710887869838,-14.69463493922488,-14.69463493922488,-14.69463493922488,-11.79337988334098,-14.69463493922488
rCIP,23.38311858324492,21.877090329405203,21.877090329405203,21.877090329405203,23.38311858324492,23.38311858324492,21.877090329405203,21.877090329405203,21.877090329405203,21.877090329405203,23.588695865318876,23.38311858324492,23.588695865318876,21.560989397919293,21.560989397919293,21.560989397919293,21.560989397919293,23.588695865318876,23.588695865318876,21.560989397919293,21.560989397919293,21.560989397919293,21.877090329405203,21.560989397919293,23.588695865318876,23.588695865318876,21.560989397919293,21.560989397919293,21.560989397919293,21.560989397919293,22.60659161838459,22.60659161838459,21.625449560144556,21.877090329405203,21.625449560144556,21.625449560144556,21.625449560144556,22.60659161838459,22.60659161838459,21.625449560144556,21.625449560144556,21.625449560144556,21.625449560144556,22.60659161838459,21.877090329405203,22.60659161838459,21.625449560144556,21.625449560144556,21.625449560144556,21.625449560144556,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,21.877090329405203,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,20.71353854769175,23.38311858324492,20.71353854769175,20.71353854769175,20.71353854769175,31.453640216191324,31.453640216191324,30.472189597800266,30.472189597800266,30.472189597800266,30.472189597800266,31.453640216191324,23.38311858324492,31.453640216191324,30.472189597800266,30.472189597800266,30.472189597800266,30.472189597800266,31.453640216191324,31.453640216191324,30.472189597800266,30.472189597800266,30.472189597800266,21.877090329405203,30.472189597800266
WB,0.4946504082411826,0.4942396681324066,0.4942396681324066,0.4942396681324066,0.4946504082411826,0.4946504082411826,0.4942396681324066,0.4942396681324066,0.4942396681324066,0.4942396681324066,0.467669969566323,0.4946504082411826,0.467669969566323,0.4672380811611288,0.4672380811611288,0.4672380811611288,0.4672380811611288,0.467669969566323,0.467669969566323,0.4672380811611288,0.4672380811611288,0.4672380811611288,0.4942396681324066,0.4672380811611288,0.467669969566323,0.467669969566323,0.4672380811611288,0.4672380811611288,0.4672380811611288,0.4672380811611288,0.4510680058660105,0.4510680058660105,0.4509077023477204,0.4942396681324066,0.4509077023477204,0.4509077023477204,0.4509077023477204,0.4510680058660105,0.4510680058660105,0.4509077023477204,0.4509077023477204,0.4509077023477204,0.4509077023477204,0.4510680058660105,0.4942396681324066,0.4510680058660105,0.4509077023477204,0.4509077023477204,0.4509077023477204,0.4509077023477204,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4942396681324066,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.4946504082411826,0.4267506667875432,0.4267506667875432,0.4267506667875432,0.43459665626327665,0.43459665626327665,0.4344275743917617,0.4344275743917617,0.4344275743917617,0.4344275743917617,0.43459665626327665,0.4946504082411826,0.43459665626327665,0.4344275743917617,0.4344275743917617,0.4344275743917617,0.4344275743917617,0.43459665626327665,0.43459665626327665,0.4344275743917617,0.4344275743917617,0.4344275743917617,0.4942396681324066,0.4344275743917617
XB,0.7341029663720293,0.7298881935440305,0.7298881935440305,0.7298881935440305,0.7341029663720293,0.7341029663720293,0.7298881935440305,0.7298881935440305,0.7298881935440305,0.7298881935440305,0.6744684109009068,0.7341029663720293,0.6744684109009068,0.6974683434954163,0.6974683434954163,0.6974683434954163,0.6974683434954163,0.6744684109009068,0.6744684109009068,0.6974683434954163,0.6974683434954163,0.6974683434954163,0.7298881935440305,0.6974683434954163,0.6744684109009068,0.6744684109009068,0.6974683434954163,0.6974683434954163,0.6974683434954163,0.6974683434954163,0.652466545117859,0.652466545117859,0.6544147018221502,0.7298881935440305,0.6544147018221502,0.6544147018221502,0.6544147018221502,0.652466545117859,0.652466545117859,0.6544147018221502,0.6544147018221502,0.6544147018221502,0.6544147018221502,0.652466545117859,0.7298881935440305,0.652466545117859,0.6544147018221502,0.6544147018221502,0.6544147018221502,0.6544147018221502,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.7298881935440305,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.7341029663720293,0.6027629203421578,0.6027629203421578,0.6027629203421578,0.708341196042471,0.708341196042471,0.708068810725144,0.708068810725144,0.708068810725144,0.708068810725144,0.708341196042471,0.7341029663720293,0.708341196042471,0.708068810725144,0.708068810725144,0.708068810725144,0.708068810725144,0.708341196042471,0.708341196042471,0.708068810725144,0.708068810725144,0.708068810725144,0.7298881935440305,0.708068810725144
SSE,45.89999339405811,45.86244207635963,45.86244207635963,45.86244207635963,45.89999339405811,45.89999339405811,45.86244207635963,45.86244207635963,45.86244207635963,45.86244207635963,42.171326125882345,45.89999339405811,42.171326125882345,42.132909275835914,42.132909275835914,42.132909275835914,42.132909275835914,42.171326125882345,42.171326125882345,42.132909275835914,42.132909275835914,42.132909275835914,45.86244207635963,42.132909275835914,42.171326125882345,42.171326125882345,42.132909275835914,42.132909275835914,42.132909275835914,42.132909275835914,39.545985332566346,39.545985332566346,39.53210997715637,45.86244207635963,39.53210997715637,39.53210997715637,39.53210997715637,39.545985332566346,39.545985332566346,39.53210997715637,39.53210997715637,39.53210997715637,39.53210997715637,39.545985332566346,45.86244207635963,39.545985332566346,39.53210997715637,39.53210997715637,39.53210997715637,39.53210997715637,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,45.86244207635963,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,36.4119112708962,45.89999339405811,36.4119112708962,36.4119112708962,36.4119112708962,36.08302364850617,36.08302364850617,36.06914829309619,36.06914829309619,36.06914829309619,36.06914829309619,36.08302364850617,45.89999339405811,36.08302364850617,36.06914829309619,36.06914829309619,36.06914829309619,36.06914829309619,36.08302364850617,36.08302364850617,36.06914829309619,36.06914829309619,36.06914829309619,45.86244207635963,36.06914829309619
RS,0.5887873177730956,0.589500063654356,0.589500063654356,0.589500063654356,0.5887873177730956,0.5887873177730956,0.589500063654356,0.589500063654356,0.589500063654356,0.589500063654356,0.6029107560921656,0.5887873177730956,0.6029107560921656,0.6036570928177214,0.6036570928177214,0.6036570928177214,0.6036570928177214,0.6029107560921656,0.6029107560921656,0.6036570928177214,0.6036570928177214,0.6036570928177214,0.589500063654356,0.6036570928177214,0.6029107560921656,0.6029107560921656,0.6036570928177214,0.6036570928177214,0.6036570928177214,0.6036570928177214,0.6118834179820363,0.6118834179820363,0.612410158234188,0.589500063654356,0.612410158234188,0.612410158234188,0.612410158234188,0.6118834179820363,0.6118834179820363,0.612410158234188,0.612410158234188,0.612410158234188,0.612410158234188,0.6118834179820363,0.589500063654356,0.6118834179820363,0.612410158234188,0.612410158234188,0.612410158234188,0.612410158234188,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.589500063654356,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.5887873177730956,0.6258406439044562,0.6258406439044562,0.6258406439044562,0.6231934179120256,0.6231934179120256,0.6237201581641773,0.6237201581641773,0.6237201581641773,0.6237201581641773,0.6231934179120256,0.5887873177730956,0.6231934179120256,0.6237201581641773,0.6237201581641773,0.6237201581641773,0.6237201581641773,0.6231934179120256,0.6231934179120256,0.6237201581641773,0.6237201581641773,0.6237201581641773,0.589500063654356,0.6237201581641773
DH,0.0031238140867911,0.00312121079845437,0.00312121079845437,0.00312121079845437,0.0031238140867911,0.0031238140867911,0.00312121079845437,0.00312121079845437,0.00312121079845437,0.00312121079845437,0.0029614623642385276,0.0031238140867911,0.0029614623642385276,0.0029581807718567924,0.0029581807718567924,0.0029581807718567924,0.0029581807718567924,0.0029614623642385276,0.0029614623642385276,0.0029581807718567924,0.0029581807718567924,0.0029581807718567924,0.00312121079845437,0.0029581807718567924,0.0029614623642385276,0.0029614623642385276,0.0029581807718567924,0.0029581807718567924,0.0029581807718567924,0.0029581807718567924,0.002812936005169418,0.002812936005169418,0.002810937091617129,0.00312121079845437,0.002810937091617129,0.002810937091617129,0.002810937091617129,0.002812936005169418,0.002812936005169418,0.002810937091617129,0.002810937091617129,0.002810937091617129,0.002810937091617129,0.002812936005169418,0.00312121079845437,0.002812936005169418,0.002810937091617129,0.002810937091617129,0.002810937091617129,0.002810937091617129,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.00312121079845437,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.0031238140867911,0.0026942048331265378,0.0026942048331265378,0.0026942048331265378,0.002622103362857056,0.002622103362857056,0.00262026600698317,0.00262026600698317,0.00262026600698317,0.00262026600698317,0.002622103362857056,0.0031238140867911,0.002622103362857056,0.00262026600698317,0.00262026600698317,0.00262026600698317,0.00262026600698317,0.002622103362857056,0.002622103362857056,0.00262026600698317,0.00262026600698317,0.00262026600698317,0.00312121079845437,0.00262026600698317
