,labels_jain_AgglomerativeClustering_params1,labels_jain_AgglomerativeClustering_params10,labels_jain_AgglomerativeClustering_params11,labels_jain_AgglomerativeClustering_params12,labels_jain_AgglomerativeClustering_params13,labels_jain_AgglomerativeClustering_params14,labels_jain_AgglomerativeClustering_params15,labels_jain_AgglomerativeClustering_params16,labels_jain_AgglomerativeClustering_params17,labels_jain_AgglomerativeClustering_params18,labels_jain_AgglomerativeClustering_params19,labels_jain_AgglomerativeClustering_params2,labels_jain_AgglomerativeClustering_params20,labels_jain_AgglomerativeClustering_params21,labels_jain_AgglomerativeClustering_params22,labels_jain_AgglomerativeClustering_params23,labels_jain_AgglomerativeClustering_params24,labels_jain_AgglomerativeClustering_params25,labels_jain_AgglomerativeClustering_params26,labels_jain_AgglomerativeClustering_params27,labels_jain_AgglomerativeClustering_params28,labels_jain_AgglomerativeClustering_params29,labels_jain_AgglomerativeClustering_params3,labels_jain_AgglomerativeClustering_params30,labels_jain_AgglomerativeClustering_params31,labels_jain_AgglomerativeClustering_params32,labels_jain_AgglomerativeClustering_params33,labels_jain_AgglomerativeClustering_params34,labels_jain_AgglomerativeClustering_params35,labels_jain_AgglomerativeClustering_params36,labels_jain_AgglomerativeClustering_params37,labels_jain_AgglomerativeClustering_params38,labels_jain_AgglomerativeClustering_params39,labels_jain_AgglomerativeClustering_params4,labels_jain_AgglomerativeClustering_params40,labels_jain_AgglomerativeClustering_params41,labels_jain_AgglomerativeClustering_params42,labels_jain_AgglomerativeClustering_params43,labels_jain_AgglomerativeClustering_params44,labels_jain_AgglomerativeClustering_params45,labels_jain_AgglomerativeClustering_params46,labels_jain_AgglomerativeClustering_params47,labels_jain_AgglomerativeClustering_params48,labels_jain_AgglomerativeClustering_params5,labels_jain_AgglomerativeClustering_params6,labels_jain_AgglomerativeClustering_params7,labels_jain_AgglomerativeClustering_params8,labels_jain_AgglomerativeClustering_params9
cSIL,0.8151602517145466,0.10300476318557117,0.8712546446999931,0.845032188202518,0.10300476318557117,0.8624002225507339,0.8624002225507339,0.18896440948058574,0.7820147597501927,0.7820147597501927,0.880553282409803,0.8712546446999931,0.39648907602061795,0.7210365738575847,0.882898056132353,0.563396659846192,0.7820147597501927,0.880553282409803,0.39648907602061795,0.7210365738575847,0.882898056132353,0.563396659846192,0.845032188202518,0.8076955354041601,0.8512650792861768,0.393235980733873,0.8628403560505921,0.8557162041938292,0.8471057759108034,0.6684147749097,0.7556589175659938,0.8471935787542484,0.5455623280564605,0.10300476318557117,0.8557162041938292,0.8471057759108034,0.6684147749097,0.7556589175659938,0.8471935787542484,0.5455623280564605,0.7423445067697892,0.7668464959488879,0.30427981060495896,0.8712546446999931,0.845032188202518,0.10300476318557117,0.8712546446999931,0.845032188202518
GD43,1.7884342179789283,0.31550610047602407,2.12179116980379,2.362908705664245,0.31550610047602407,2.330629280257812,2.330629280257812,0.4274340554724862,1.8728973146720664,1.8728973146720664,1.7333803724025505,2.12179116980379,0.31863234350175496,1.100633720075745,1.7831138792486239,0.9624152491119249,1.8728973146720664,1.7333803724025505,0.31863234350175496,1.100633720075745,1.7831138792486239,0.9624152491119249,2.362908705664245,1.8657062952066463,2.093223033384567,0.2628001143476999,2.366490179661081,2.3391363551114672,2.1206416150894865,0.9624152491119249,1.083659381611771,2.102156626624004,0.8835109351934755,0.31550610047602407,2.3391363551114672,2.1206416150894865,0.9624152491119249,1.083659381611771,2.102156626624004,0.8835109351934755,1.6382034380030803,1.770992278110443,0.19097738972052491,2.12179116980379,2.362908705664245,0.31550610047602407,2.12179116980379,2.362908705664245
GD53,0.4161247502079343,0.4986595174262734,0.45488966039235906,0.47516489729499456,0.4986595174262734,0.46221739370576337,0.46221739370576337,0.49865951742627346,0.3313960861264169,0.3313960861264169,0.16881799864970598,0.45488966039235906,0.01799562424170839,0.21295008661797243,0.19322689243208757,0.3621670382221719,0.3313960861264169,0.16881799864970598,0.01799562424170839,0.21295008661797243,0.19322689243208757,0.3621670382221719,0.47516489729499456,0.35431670360788786,0.35667427807412966,0.0,0.18981440906248176,0.18536591684870174,0.19253870706953757,0.0328636558587718,0.11235236469526011,0.17425263583870856,0.003401550237329129,0.4986595174262734,0.18536591684870174,0.19253870706953757,0.0328636558587718,0.11235236469526011,0.17425263583870856,0.003401550237329129,0.30666673858036336,0.3220703343595616,0.0,0.45488966039235906,0.47516489729499456,0.4986595174262734,0.45488966039235906,0.47516489729499456
PS,1.8664299467123273,0.9660568942655423,1.2108603610185182,1.628547293651103,0.9660568942655423,1.3709158920338524,1.3709158920338524,0.9660568942655423,1.257418745422017,1.257418745422017,1.9557415282113735,1.2108603610185182,-0.37488944602128704,1.3617989934943475,1.8052286688215022,0.6195023183757569,1.257418745422017,1.9557415282113735,-0.37488944602128704,1.3617989934943475,1.8052286688215022,0.6195023183757569,1.628547293651103,2.0154188326866658,1.4448696183441094,0.5875542501455242,1.7645560850418391,2.045705181615543,1.1707307392334556,-0.00804144277248503,0.4883248334847654,1.0095174760032721,-0.7937245800245534,0.9660568942655423,2.045705181615543,1.1707307392334556,-0.00804144277248503,0.4883248334847654,1.0095174760032721,-0.7937245800245534,0.9344642795108375,0.30869220458277563,-0.3687375045256753,1.2108603610185182,1.628547293651103,0.9660568942655423,1.2108603610185182,1.628547293651103
rCIP,0.035543010595973305,0.486434893911891,0.010989718189752461,0.024016147159625655,0.486434893911891,0.01601098441840172,0.01601098441840172,0.4143400904526501,0.0619064250880231,0.0619064250880231,0.05613955077666004,0.010989718189752461,0.5827114457992042,0.07867164060129017,0.045738651755339935,0.4502010582187526,0.0619064250880231,0.05613955077666004,0.5827114457992042,0.07867164060129017,0.045738651755339935,0.4502010582187526,0.024016147159625655,0.10309333437853138,0.04471276184307144,1.0137842608650725,0.12854231180263853,0.16739829582727064,0.08713010294196816,0.543308334272117,0.13644758420667413,0.08487171422663212,0.910380626899308,0.486434893911891,0.16739829582727064,0.08713010294196816,0.543308334272117,0.13644758420667413,0.08487171422663212,0.910380626899308,0.2905838247781664,0.1872941264901491,4.687271349135504,0.010989718189752461,0.024016147159625655,0.486434893911891,0.010989718189752461,0.024016147159625655
WB,1.7839871219466348,3621.1917630256744,2.157488464548698,1.515050150870613,3621.1917630256744,1.6425666803244072,1.6425666803244072,1973.9166810579843,1.4374249399242012,1.4374249399242012,1.1273267463885526,2.157488464548698,63.81989943143462,1.6612779068232482,1.204235008723581,2.965030351488105,1.4374249399242012,1.1273267463885526,63.81989943143462,1.6612779068232482,1.204235008723581,2.965030351488105,1.515050150870613,1.2009096694701793,1.208025546076849,2004.2900795671362,0.8979411810157086,0.8892364976725227,0.8985550200592735,3.6491210312274904,1.8863321920256713,0.9842264673890152,3.9151842354949884,3621.1917630256744,0.8892364976725227,0.8985550200592735,3.6491210312274904,1.8863321920256713,0.9842264673890152,3.9151842354949884,1.3156265596520087,1.324098025234494,124.4147451549648,2.157488464548698,1.515050150870613,3621.1917630256744,2.157488464548698,1.515050150870613
XB,0.22241977314065603,4.841130662354905,0.1715551386361021,0.18172456438074583,4.841130662354905,0.16894485833609288,0.16894485833609288,2.6389070767186213,0.3006870728165122,0.3006870728165122,0.2139957990518603,0.1715551386361021,4.7641125397900055,0.42663351451668946,0.21206946526867274,0.9063602272681394,0.3006870728165122,0.2139957990518603,4.7641125397900055,0.42663351451668946,0.21206946526867274,0.9063602272681394,0.18172456438074583,0.3060157417174942,0.2441350100416969,6.946770173605936,0.1638862993177293,0.1664113311207297,0.20420193961652472,0.8698834920942875,0.3957228448289922,0.22157295383878817,1.0702288705300498,4.841130662354905,0.1664113311207297,0.20420193961652472,0.8698834920942875,0.3957228448289922,0.22157295383878817,1.0702288705300498,0.4509385499753998,0.4587899573762398,12.497719798526784,0.1715551386361021,0.18172456438074583,4.841130662354905,0.1715551386361021,0.18172456438074583
SSE,90.78970230931455,192.4663145355853,99.93369746141632,83.00227768024057,192.4663145355853,86.83804248871999,86.83804248871999,192.3776947482641,62.38047575011421,62.38047575011421,52.59875757611588,99.93369746141632,183.92671938312623,68.63281622695597,55.15930571093045,95.72183430310201,62.38047575011421,52.59875757611588,183.92671938312623,68.63281622695597,55.15930571093045,95.72183430310201,83.00227768024057,55.05053263422177,55.28308591952822,192.2848046768525,35.304401282700816,35.02440460083982,35.32410859826664,91.86948079598301,61.711760434504264,38.02697677268118,95.25454394060549,192.4663145355853,35.02440460083982,35.32410859826664,91.86948079598301,61.711760434504264,38.02697677268118,95.25454394060549,47.662047640367945,47.892622824003446,186.57415649936772,99.93369746141632,83.00227768024057,192.4663145355853,99.93369746141632,83.00227768024057
RS,0.047874136020552,-0.002134688684898523,0.11859191174739638,0.13042108838955435,-0.002134688684898523,0.15171100822780237,0.15171100822780237,-0.0016732626779996898,0.08756022181025404,0.08756022181025404,0.27921707255570205,0.11859191174739638,-0.01744142790447386,-0.10754116002799723,0.2783483181464606,0.0726576656660926,0.08756022181025404,0.27921707255570205,-0.01744142790447386,-0.10754116002799723,0.2783483181464606,0.0726576656660926,0.13042108838955435,0.13774555931144183,0.18087176969231514,-0.003888226396395688,0.25266142544384723,0.23797635677823187,0.2737026873766925,0.08583021178004603,-0.05405154207550031,0.27358360609048105,0.06860058186234334,-0.002134688684898523,0.23797635677823187,0.2737026873766925,0.08583021178004603,-0.05405154207550031,0.27358360609048105,0.06860058186234334,0.03157034475461444,0.07777273309652485,-0.0913096599615489,0.11859191174739638,0.13042108838955435,-0.002134688684898523,0.11859191174739638,0.13042108838955435
DH,0.506937215609679,0.5857025090644618,0.4330569145528834,0.4752233456044605,0.5857025090644618,0.45461296747930846,0.45461296747930846,0.5501722172064517,0.4160984977886458,0.4160984977886459,0.3644233739438427,0.4330569145528834,0.3383940916061715,0.45517865939937785,0.3571902773955192,0.3650760907026281,0.4160984977886459,0.3644233739438427,0.3383940916061715,0.45517865939937785,0.3571902773955192,0.3650760907026281,0.4752233456044605,0.4196228516048428,0.3940201159933313,0.3839841690377603,0.3364517312366425,0.34293888490557234,0.3314238644292336,0.29848510561622504,0.3641879638019155,0.326624347744413,0.26768383110977423,0.5857025090644618,0.34293888490557234,0.3314238644292336,0.29848510561622504,0.3641879638019155,0.326624347744413,0.26768383110977423,0.3855835703191807,0.36701400924433464,0.33355115854038964,0.4330569145528834,0.4752233456044605,0.5857025090644618,0.4330569145528834,0.4752233456044605
