,labels_twodiamonds_HDBSCAN_params1,labels_twodiamonds_HDBSCAN_params10,labels_twodiamonds_HDBSCAN_params11,labels_twodiamonds_HDBSCAN_params12,labels_twodiamonds_HDBSCAN_params13,labels_twodiamonds_HDBSCAN_params14,labels_twodiamonds_HDBSCAN_params15,labels_twodiamonds_HDBSCAN_params16,labels_twodiamonds_HDBSCAN_params17,labels_twodiamonds_HDBSCAN_params18,labels_twodiamonds_HDBSCAN_params19,labels_twodiamonds_HDBSCAN_params2,labels_twodiamonds_HDBSCAN_params20,labels_twodiamonds_HDBSCAN_params21,labels_twodiamonds_HDBSCAN_params22,labels_twodiamonds_HDBSCAN_params23,labels_twodiamonds_HDBSCAN_params24,labels_twodiamonds_HDBSCAN_params25,labels_twodiamonds_HDBSCAN_params26,labels_twodiamonds_HDBSCAN_params27,labels_twodiamonds_HDBSCAN_params28,labels_twodiamonds_HDBSCAN_params29,labels_twodiamonds_HDBSCAN_params3,labels_twodiamonds_HDBSCAN_params30,labels_twodiamonds_HDBSCAN_params31,labels_twodiamonds_HDBSCAN_params32,labels_twodiamonds_HDBSCAN_params33,labels_twodiamonds_HDBSCAN_params34,labels_twodiamonds_HDBSCAN_params35,labels_twodiamonds_HDBSCAN_params36,labels_twodiamonds_HDBSCAN_params37,labels_twodiamonds_HDBSCAN_params38,labels_twodiamonds_HDBSCAN_params39,labels_twodiamonds_HDBSCAN_params4,labels_twodiamonds_HDBSCAN_params40,labels_twodiamonds_HDBSCAN_params41,labels_twodiamonds_HDBSCAN_params42,labels_twodiamonds_HDBSCAN_params43,labels_twodiamonds_HDBSCAN_params44,labels_twodiamonds_HDBSCAN_params45,labels_twodiamonds_HDBSCAN_params46,labels_twodiamonds_HDBSCAN_params47,labels_twodiamonds_HDBSCAN_params48,labels_twodiamonds_HDBSCAN_params49,labels_twodiamonds_HDBSCAN_params5,labels_twodiamonds_HDBSCAN_params50,labels_twodiamonds_HDBSCAN_params51,labels_twodiamonds_HDBSCAN_params52,labels_twodiamonds_HDBSCAN_params53,labels_twodiamonds_HDBSCAN_params54,labels_twodiamonds_HDBSCAN_params55,labels_twodiamonds_HDBSCAN_params56,labels_twodiamonds_HDBSCAN_params57,labels_twodiamonds_HDBSCAN_params58,labels_twodiamonds_HDBSCAN_params59,labels_twodiamonds_HDBSCAN_params6,labels_twodiamonds_HDBSCAN_params60,labels_twodiamonds_HDBSCAN_params61,labels_twodiamonds_HDBSCAN_params62,labels_twodiamonds_HDBSCAN_params63,labels_twodiamonds_HDBSCAN_params7,labels_twodiamonds_HDBSCAN_params8,labels_twodiamonds_HDBSCAN_params9
cSIL,0.8845697262708687,0.907103132162541,0.8060263774720271,0.8329498298323772,0.8329498298323772,0.8329498298323772,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8845697262708687,0.8490342890091664,0.8490342890091664,0.8738499507336133,0.8738499507336133,0.8738499507336133,0.8254378519087633,0.8254378519087633,0.8254378519087633,0.8254378519087633,0.9026815304026213,0.8845697262708687,0.9026815304026213,0.9026815304026213,0.7305167210774308,0.8329498298323772,0.8329498298323772,0.8329498298323772,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8254378519087633,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8831366909036256,0.8831366909036256,0.8831366909036256,0.8254378519087633,0.8254378519087633,0.8254378519087633,0.8254378519087633,0.8254378519087633,0.8917842003737061,0.8917842003737061,0.8917842003737061,0.8007065819045117,0.8329498298323772,0.8329498298323772,0.8329498298323772,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8254378519087633,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8490342890091664,0.8254378519087633,0.907103132162541,0.907103132162541
GD43,2.8458463761400545,0.7636000141759717,0.745742092633894,2.3639742211165116,2.3639742211165116,2.3639742211165116,2.609696955670343,2.609696955670343,2.609696955670343,2.609696955670343,2.609696955670343,2.8458463761400545,2.609696955670343,2.609696955670343,0.6315706042750001,0.6315706042750001,0.6315706042750001,2.3208107424350635,2.3208107424350635,2.3208107424350635,2.3208107424350635,0.9627664794376243,2.8458463761400545,0.9627664794376243,0.9627664794376243,1.066933398832172,2.3639742211165116,2.3639742211165116,2.3639742211165116,2.609696955670343,2.609696955670343,2.609696955670343,2.609696955670343,2.3208107424350635,2.609696955670343,2.609696955670343,2.609696955670343,0.9110428435942379,0.9110428435942379,0.9110428435942379,2.3208107424350635,2.3208107424350635,2.3208107424350635,2.3208107424350635,2.3208107424350635,0.9627664794376243,0.9627664794376243,0.9627664794376243,1.4780617092298054,2.3639742211165116,2.3639742211165116,2.3639742211165116,2.609696955670343,2.609696955670343,2.609696955670343,2.3208107424350635,2.609696955670343,2.609696955670343,2.609696955670343,2.609696955670343,2.3208107424350635,0.7636000141759717,0.7636000141759717
GD53,0.02267277642192813,0.008413724301108037,0.007923147442526632,0.4818720662307645,0.4818720662307645,0.4818720662307645,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.02267277642192813,0.4680844314922162,0.4680844314922162,0.0225814687926772,0.0225814687926772,0.0225814687926772,0.4992384633183067,0.4992384633183067,0.4992384633183067,0.4992384633183067,0.017237626665830345,0.02267277642192813,0.017237626665830345,0.017237626665830345,0.01937203531589276,0.4818720662307645,0.4818720662307645,0.4818720662307645,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4992384633183067,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.023313300268105817,0.023313300268105817,0.023313300268105817,0.4992384633183067,0.4992384633183067,0.4992384633183067,0.4992384633183067,0.4992384633183067,0.020678140193159802,0.020678140193159802,0.020678140193159802,0.020678140193159802,0.4818720662307645,0.4818720662307645,0.4818720662307645,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4992384633183067,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4680844314922162,0.4992384633183067,0.008413724301108037,0.008413724301108037
PS,-16.78931111620693,-7.186491555220829,-4.06880210036862,1.9291806880344975,1.9291806880344975,1.9291806880344975,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9291008094499458,-16.78931111620693,1.9291008094499458,1.9291008094499458,-5.034181411180112,-5.034181411180112,-5.034181411180112,1.9427197546709092,1.9427197546709092,1.9427197546709092,1.9427197546709092,-3.434348420345816,-16.78931111620693,-3.434348420345816,-3.434348420345816,-1.207032521159826,1.9291806880344975,1.9291806880344975,1.9291806880344975,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9427197546709092,1.9291008094499458,1.9291008094499458,1.9291008094499458,-1.7365867672084396,-1.7365867672084396,-1.7365867672084396,1.9427197546709092,1.9427197546709092,1.9427197546709092,1.9427197546709092,1.9427197546709092,-1.868322717703023,-1.868322717703023,-1.868322717703023,-0.12830444482582687,1.9291806880344975,1.9291806880344975,1.9291806880344975,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9427197546709092,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9291008094499458,1.9427197546709092,-7.186491555220829,-7.186491555220829
rCIP,7.329124004945536,0.9074408886728568,1.6029757390357977,0.0009845043194090207,0.0009845043194090207,0.0009845043194090207,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,7.329124004945536,0.0008086871333931377,0.0008086871333931377,1.8283602148813478,1.8283602148813478,1.8283602148813478,0.001289831189782263,0.001289831189782263,0.001289831189782263,0.001289831189782263,0.7191588341234676,7.329124004945536,0.7191588341234676,0.7191588341234676,0.821924560236606,0.0009845043194090207,0.0009845043194090207,0.0009845043194090207,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.001289831189782263,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.6717277554208929,0.6717277554208929,0.6717277554208929,0.001289831189782263,0.001289831189782263,0.001289831189782263,0.001289831189782263,0.001289831189782263,0.601997232809591,0.601997232809591,0.601997232809591,0.3566199492127634,0.0009845043194090207,0.0009845043194090207,0.0009845043194090207,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.001289831189782263,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.0008086871333931377,0.001289831189782263,0.9074408886728568,0.9074408886728568
WB,0.4969726083986642,2.7292491245432973,3.2407770888109115,1.6054233702522922,1.6054233702522922,1.6054233702522922,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.4232208771397161,0.4969726083986642,1.4232208771397161,1.4232208771397161,2.043712194007343,2.043712194007343,2.043712194007343,1.692036311591591,1.692036311591591,1.692036311591591,1.692036311591591,2.363920436828531,0.4969726083986642,2.363920436828531,2.363920436828531,2.642586858890101,1.6054233702522922,1.6054233702522922,1.6054233702522922,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.692036311591591,1.4232208771397161,1.4232208771397161,1.4232208771397161,2.031033412829841,2.031033412829841,2.031033412829841,1.692036311591591,1.692036311591591,1.692036311591591,1.692036311591591,1.692036311591591,1.9877251172187793,1.9877251172187793,1.9877251172187793,2.262521154853693,1.6054233702522922,1.6054233702522922,1.6054233702522922,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.692036311591591,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.4232208771397161,1.692036311591591,2.7292491245432973,2.7292491245432973
XB,0.5201771623075954,1.77229684743935,2.488739112712938,0.20061722474579918,0.20061722474579918,0.20061722474579918,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.5201771623075954,0.17784854554335205,0.17784854554335205,2.4692580394471513,2.4692580394471513,2.4692580394471513,0.2114815207822149,0.2114815207822149,0.2114815207822149,0.2114815207822149,1.0284230541756674,0.5201771623075954,1.0284230541756674,1.0284230541756674,1.225303702455128,0.20061722474579918,0.20061722474579918,0.20061722474579918,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.2114815207822149,0.17784854554335205,0.17784854554335205,0.17784854554335205,1.1081131126674215,1.1081131126674215,1.1081131126674215,0.2114815207822149,0.2114815207822149,0.2114815207822149,0.2114815207822149,0.2114815207822149,1.0804302069421614,1.0804302069421614,1.0804302069421614,0.6558864454584974,0.20061722474579918,0.20061722474579918,0.20061722474579918,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.2114815207822149,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.17784854554335205,0.2114815207822149,1.77229684743935,1.77229684743935
SSE,3.7471024213946817,37.949955195622714,62.741670235226785,142.90877695924706,142.90877695924706,142.90877695924706,114.14247280261431,114.14247280261431,114.14247280261431,114.14247280261431,114.14247280261431,3.7471024213946817,114.14247280261431,114.14247280261431,38.7033714763948,38.7033714763948,38.7033714763948,146.8205067760254,146.8205067760254,146.8205067760254,146.8205067760254,44.89270977208507,3.7471024213946817,44.89270977208507,44.89270977208507,73.95794738383611,142.90877695924706,142.90877695924706,142.90877695924706,114.14247280261431,114.14247280261431,114.14247280261431,114.14247280261431,146.8205067760254,114.14247280261431,114.14247280261431,114.14247280261431,53.75539153667344,53.75539153667344,53.75539153667344,146.8205067760254,146.8205067760254,146.8205067760254,146.8205067760254,146.8205067760254,47.649141052606105,47.649141052606105,47.649141052606105,75.96731683416658,142.90877695924706,142.90877695924706,142.90877695924706,114.14247280261431,114.14247280261431,114.14247280261431,146.8205067760254,114.14247280261431,114.14247280261431,114.14247280261431,114.14247280261431,146.8205067760254,37.949955195622714,37.949955195622714
RS,0.6894898424169849,0.48697408434366224,0.28326879155618456,0.11003271751028888,0.11003271751028888,0.11003271751028888,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.6894898424169849,0.16949606752776344,0.16949606752776344,0.44207238528040377,0.44207238528040377,0.44207238528040377,0.0834277026678714,0.0834277026678714,0.0834277026678714,0.0834277026678714,0.4474646119170667,0.6894898424169849,0.4474646119170667,0.4474646119170667,0.23957450461487978,0.11003271751028888,0.11003271751028888,0.11003271751028888,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.0834277026678714,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.35831077529154376,0.35831077529154376,0.35831077529154376,0.0834277026678714,0.0834277026678714,0.0834277026678714,0.0834277026678714,0.0834277026678714,0.41048770414892505,0.41048770414892505,0.41048770414892505,0.25811761909101255,0.11003271751028888,0.11003271751028888,0.11003271751028888,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.0834277026678714,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.16949606752776344,0.0834277026678714,0.48697408434366224,0.48697408434366224
DH,0.09052704273453778,0.13077760291953458,0.163948292375923,0.48309536307778483,0.48309536307778483,0.48309536307778483,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.09052704273453778,0.46273468606708046,0.46273468606708046,0.1634671737499931,0.1634671737499931,0.1634671737499931,0.4926310008040486,0.4926310008040486,0.4926310008040486,0.4926310008040486,0.1647454582925411,0.09052704273453778,0.1647454582925411,0.1647454582925411,0.21616938769745134,0.48309536307778483,0.48309536307778483,0.48309536307778483,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.4926310008040486,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.20730239065457853,0.20730239065457853,0.20730239065457853,0.4926310008040486,0.4926310008040486,0.4926310008040486,0.4926310008040486,0.4926310008040486,0.19096568155436633,0.19096568155436633,0.19096568155436633,0.23575428447282512,0.48309536307778483,0.48309536307778483,0.48309536307778483,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.4926310008040486,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.46273468606708046,0.4926310008040486,0.13077760291953458,0.13077760291953458
