,labels_ring_noisy_KMeans_params1,labels_ring_noisy_KMeans_params10,labels_ring_noisy_KMeans_params11,labels_ring_noisy_KMeans_params12,labels_ring_noisy_KMeans_params13,labels_ring_noisy_KMeans_params14,labels_ring_noisy_KMeans_params15,labels_ring_noisy_KMeans_params16,labels_ring_noisy_KMeans_params17,labels_ring_noisy_KMeans_params18,labels_ring_noisy_KMeans_params19,labels_ring_noisy_KMeans_params2,labels_ring_noisy_KMeans_params20,labels_ring_noisy_KMeans_params21,labels_ring_noisy_KMeans_params22,labels_ring_noisy_KMeans_params23,labels_ring_noisy_KMeans_params24,labels_ring_noisy_KMeans_params25,labels_ring_noisy_KMeans_params26,labels_ring_noisy_KMeans_params27,labels_ring_noisy_KMeans_params28,labels_ring_noisy_KMeans_params29,labels_ring_noisy_KMeans_params3,labels_ring_noisy_KMeans_params30,labels_ring_noisy_KMeans_params31,labels_ring_noisy_KMeans_params32,labels_ring_noisy_KMeans_params33,labels_ring_noisy_KMeans_params34,labels_ring_noisy_KMeans_params35,labels_ring_noisy_KMeans_params36,labels_ring_noisy_KMeans_params37,labels_ring_noisy_KMeans_params38,labels_ring_noisy_KMeans_params39,labels_ring_noisy_KMeans_params4,labels_ring_noisy_KMeans_params40,labels_ring_noisy_KMeans_params41,labels_ring_noisy_KMeans_params42,labels_ring_noisy_KMeans_params43,labels_ring_noisy_KMeans_params44,labels_ring_noisy_KMeans_params45,labels_ring_noisy_KMeans_params46,labels_ring_noisy_KMeans_params47,labels_ring_noisy_KMeans_params48,labels_ring_noisy_KMeans_params49,labels_ring_noisy_KMeans_params5,labels_ring_noisy_KMeans_params50,labels_ring_noisy_KMeans_params51,labels_ring_noisy_KMeans_params52,labels_ring_noisy_KMeans_params53,labels_ring_noisy_KMeans_params54,labels_ring_noisy_KMeans_params55,labels_ring_noisy_KMeans_params56,labels_ring_noisy_KMeans_params57,labels_ring_noisy_KMeans_params58,labels_ring_noisy_KMeans_params59,labels_ring_noisy_KMeans_params6,labels_ring_noisy_KMeans_params60,labels_ring_noisy_KMeans_params61,labels_ring_noisy_KMeans_params62,labels_ring_noisy_KMeans_params63,labels_ring_noisy_KMeans_params64,labels_ring_noisy_KMeans_params65,labels_ring_noisy_KMeans_params66,labels_ring_noisy_KMeans_params67,labels_ring_noisy_KMeans_params68,labels_ring_noisy_KMeans_params69,labels_ring_noisy_KMeans_params7,labels_ring_noisy_KMeans_params70,labels_ring_noisy_KMeans_params71,labels_ring_noisy_KMeans_params72,labels_ring_noisy_KMeans_params8,labels_ring_noisy_KMeans_params9
cSIL,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.6875731820451901,0.7606512335261844,0.6875731820451901,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.6875731820451901,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.7606512335261844,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6875731820451901,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6875731820451901,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.6612713174682302,0.8016618766832491,0.8016618766832491,0.8017274979469837,0.8017274979469837,0.8017274979469837,0.6875731820451901,0.8017274979469837,0.8016618766832491,0.8016618766832491,0.8017274979469837,0.8017274979469837,0.8017274979469837,0.8017274979469837,0.8016618766832491,0.8016618766832491,0.8017274979469837,0.6875731820451901,0.8017274979469837,0.8017274979469837,0.8017274979469837,0.6875731820451901,0.6875731820451901
GD43,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.044232931457325,2.946176433845067,2.044232931457325,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.044232931457325,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.946176433845067,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.044232931457325,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.044232931457325,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,2.4018761139302454,4.200603992022735,4.200603992022735,4.126901395415441,4.126901395415441,4.126901395415441,2.044232931457325,4.126901395415441,4.200603992022735,4.200603992022735,4.126901395415441,4.126901395415441,4.126901395415441,4.126901395415441,4.200603992022735,4.200603992022735,4.126901395415441,2.044232931457325,4.126901395415441,4.126901395415441,4.126901395415441,2.044232931457325,2.044232931457325
GD53,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4404019986796788,0.4189200636897871,0.4404019986796788,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4404019986796788,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.4189200636897871,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.4404019986796788,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.4404019986796788,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.16996655764885066,0.18088057223493106,0.18088057223493106,0.17417979824696767,0.17417979824696767,0.17417979824696767,0.4404019986796788,0.17417979824696767,0.18088057223493106,0.18088057223493106,0.17417979824696767,0.17417979824696767,0.17417979824696767,0.17417979824696767,0.18088057223493106,0.18088057223493106,0.17417979824696767,0.4404019986796788,0.17417979824696767,0.17417979824696767,0.17417979824696767,0.4404019986796788,0.4404019986796788
PS,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.2360959949498043,1.1723768527702516,1.2360959949498043,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.2360959949498043,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.1723768527702516,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.2360959949498043,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.2360959949498043,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,1.0154993235220784,0.6479812299264287,0.6479812299264287,0.6482355026564212,0.6482355026564212,0.6482355026564212,1.2360959949498043,0.6482355026564212,0.6479812299264287,0.6479812299264287,0.6482355026564212,0.6482355026564212,0.6482355026564212,0.6482355026564212,0.6479812299264287,0.6479812299264287,0.6482355026564212,1.2360959949498043,0.6482355026564212,0.6482355026564212,0.6482355026564212,1.2360959949498043,1.2360959949498043
rCIP,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.1744892307061629,0.2468783208375881,0.1744892307061629,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.1744892307061629,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.2468783208375881,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.1744892307061629,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.1744892307061629,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.07119019609574566,0.21735221244282954,0.21735221244282954,0.2183377997932912,0.2183377997932912,0.2183377997932912,0.1744892307061629,0.2183377997932912,0.21735221244282954,0.21735221244282954,0.2183377997932912,0.2183377997932912,0.2183377997932912,0.2183377997932912,0.21735221244282954,0.21735221244282954,0.2183377997932912,0.1744892307061629,0.2183377997932912,0.2183377997932912,0.2183377997932912,0.1744892307061629,0.1744892307061629
WB,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,5.12392478673996,3.0077747194724482,5.12392478673996,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,5.12392478673996,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,3.0077747194724482,2.076159255764923,2.076159255764923,2.076159255764923,5.12392478673996,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,5.12392478673996,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,2.076159255764923,1.4753013748699895,1.4753013748699895,1.4750140966017358,1.4750140966017358,1.4750140966017358,5.12392478673996,1.4750140966017358,1.4753013748699895,1.4753013748699895,1.4750140966017358,1.4750140966017358,1.4750140966017358,1.4750140966017358,1.4753013748699895,1.4753013748699895,1.4750140966017358,5.12392478673996,1.4750140966017358,1.4750140966017358,1.4750140966017358,5.12392478673996,5.12392478673996
XB,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.431350811128619,0.28826745922629693,0.431350811128619,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.431350811128619,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.28826745922629693,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.431350811128619,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.431350811128619,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.2730055492240568,0.15478760150061321,0.15478760150061321,0.15469206271575991,0.15469206271575991,0.15469206271575991,0.431350811128619,0.15469206271575991,0.15478760150061321,0.15478760150061321,0.15469206271575991,0.15469206271575991,0.15469206271575991,0.15469206271575991,0.15478760150061321,0.15478760150061321,0.15469206271575991,0.431350811128619,0.15469206271575991,0.15469206271575991,0.15469206271575991,0.431350811128619,0.431350811128619
SSE,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,112.9786762965205,78.64022133689423,112.9786762965205,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,112.9786762965205,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,78.64022133689423,53.67160431986768,53.67160431986768,53.67160431986768,112.9786762965205,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,112.9786762965205,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,53.67160431986768,35.78770282485405,35.78770282485405,35.78232155048536,35.78232155048536,35.78232155048536,112.9786762965205,35.78232155048536,35.78770282485405,35.78770282485405,35.78232155048536,35.78232155048536,35.78232155048536,35.78232155048536,35.78770282485405,35.78770282485405,35.78232155048536,112.9786762965205,35.78232155048536,35.78232155048536,35.78232155048536,112.9786762965205,112.9786762965205
RS,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.5093003282265172,-0.6001940725408874,-0.5093003282265172,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.5093003282265172,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.6001940725408874,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.5093003282265172,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.5093003282265172,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.8437356634833127,-0.5561420144972717,-0.5561420144972717,-0.5555424041306297,-0.5555424041306297,-0.5555424041306297,-0.5093003282265172,-0.5555424041306297,-0.5561420144972717,-0.5561420144972717,-0.5555424041306297,-0.5555424041306297,-0.5555424041306297,-0.5555424041306297,-0.5561420144972717,-0.5561420144972717,-0.5555424041306297,-0.5093003282265172,-0.5555424041306297,-0.5555424041306297,-0.5555424041306297,-0.5093003282265172,-0.5093003282265172
DH,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.6158032226071353,0.5198520177494845,0.6158032226071353,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.6158032226071353,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.5198520177494845,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.6158032226071353,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.6158032226071353,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.47760817721139104,0.3962138193993236,0.3962138193993236,0.3962640279481473,0.3962640279481473,0.3962640279481473,0.6158032226071353,0.3962640279481473,0.3962138193993236,0.3962138193993236,0.3962640279481473,0.3962640279481473,0.3962640279481473,0.3962640279481473,0.3962138193993236,0.3962138193993236,0.3962640279481473,0.6158032226071353,0.3962640279481473,0.3962640279481473,0.3962640279481473,0.6158032226071353,0.6158032226071353
