,labels_ecoli_AgglomerativeClustering_params1,labels_ecoli_AgglomerativeClustering_params10,labels_ecoli_AgglomerativeClustering_params11,labels_ecoli_AgglomerativeClustering_params12,labels_ecoli_AgglomerativeClustering_params13,labels_ecoli_AgglomerativeClustering_params14,labels_ecoli_AgglomerativeClustering_params15,labels_ecoli_AgglomerativeClustering_params16,labels_ecoli_AgglomerativeClustering_params17,labels_ecoli_AgglomerativeClustering_params18,labels_ecoli_AgglomerativeClustering_params19,labels_ecoli_AgglomerativeClustering_params2,labels_ecoli_AgglomerativeClustering_params20,labels_ecoli_AgglomerativeClustering_params21,labels_ecoli_AgglomerativeClustering_params22,labels_ecoli_AgglomerativeClustering_params23,labels_ecoli_AgglomerativeClustering_params24,labels_ecoli_AgglomerativeClustering_params25,labels_ecoli_AgglomerativeClustering_params26,labels_ecoli_AgglomerativeClustering_params27,labels_ecoli_AgglomerativeClustering_params28,labels_ecoli_AgglomerativeClustering_params29,labels_ecoli_AgglomerativeClustering_params3,labels_ecoli_AgglomerativeClustering_params30,labels_ecoli_AgglomerativeClustering_params31,labels_ecoli_AgglomerativeClustering_params32,labels_ecoli_AgglomerativeClustering_params33,labels_ecoli_AgglomerativeClustering_params34,labels_ecoli_AgglomerativeClustering_params35,labels_ecoli_AgglomerativeClustering_params36,labels_ecoli_AgglomerativeClustering_params37,labels_ecoli_AgglomerativeClustering_params38,labels_ecoli_AgglomerativeClustering_params39,labels_ecoli_AgglomerativeClustering_params4,labels_ecoli_AgglomerativeClustering_params40,labels_ecoli_AgglomerativeClustering_params41,labels_ecoli_AgglomerativeClustering_params42,labels_ecoli_AgglomerativeClustering_params43,labels_ecoli_AgglomerativeClustering_params44,labels_ecoli_AgglomerativeClustering_params45,labels_ecoli_AgglomerativeClustering_params46,labels_ecoli_AgglomerativeClustering_params47,labels_ecoli_AgglomerativeClustering_params48,labels_ecoli_AgglomerativeClustering_params49,labels_ecoli_AgglomerativeClustering_params5,labels_ecoli_AgglomerativeClustering_params50,labels_ecoli_AgglomerativeClustering_params51,labels_ecoli_AgglomerativeClustering_params52,labels_ecoli_AgglomerativeClustering_params53,labels_ecoli_AgglomerativeClustering_params54,labels_ecoli_AgglomerativeClustering_params55,labels_ecoli_AgglomerativeClustering_params56,labels_ecoli_AgglomerativeClustering_params57,labels_ecoli_AgglomerativeClustering_params58,labels_ecoli_AgglomerativeClustering_params59,labels_ecoli_AgglomerativeClustering_params6,labels_ecoli_AgglomerativeClustering_params60,labels_ecoli_AgglomerativeClustering_params61,labels_ecoli_AgglomerativeClustering_params62,labels_ecoli_AgglomerativeClustering_params63,labels_ecoli_AgglomerativeClustering_params64,labels_ecoli_AgglomerativeClustering_params65,labels_ecoli_AgglomerativeClustering_params66,labels_ecoli_AgglomerativeClustering_params67,labels_ecoli_AgglomerativeClustering_params68,labels_ecoli_AgglomerativeClustering_params69,labels_ecoli_AgglomerativeClustering_params7,labels_ecoli_AgglomerativeClustering_params70,labels_ecoli_AgglomerativeClustering_params71,labels_ecoli_AgglomerativeClustering_params72,labels_ecoli_AgglomerativeClustering_params73,labels_ecoli_AgglomerativeClustering_params74,labels_ecoli_AgglomerativeClustering_params75,labels_ecoli_AgglomerativeClustering_params76,labels_ecoli_AgglomerativeClustering_params77,labels_ecoli_AgglomerativeClustering_params78,labels_ecoli_AgglomerativeClustering_params79,labels_ecoli_AgglomerativeClustering_params8,labels_ecoli_AgglomerativeClustering_params80,labels_ecoli_AgglomerativeClustering_params9
cSIL,0.7654084491537527,0.9431119100306895,0.7478670662260173,0.8726710245306674,0.894955631662952,0.828896016964225,0.844203450859673,0.9431119100306895,0.6711363102097048,0.7927606975284325,0.8645841315543276,0.7630436013388168,0.9179300496057958,0.7801329393510057,0.8728999523442321,0.9172370727359601,0.7927606975284325,0.8645841315543276,0.9179300496057958,0.7801329393510057,0.8728999523442321,0.9172370727359601,0.86815623499433,0.7548547747318742,0.8306057308129633,0.9179300496057958,0.6867338227220443,0.7957723291343819,0.8442920317131684,0.927882256363488,0.7899983046161789,0.8630968486294637,0.9046082507964139,0.9431119100306895,0.7957723291343819,0.8442920317131684,0.927882256363488,0.7899983046161789,0.8630968486294637,0.9046082507964139,0.7626046466873935,0.8145387123299073,0.927882256363488,0.6533877418538943,0.7478670662260173,0.7490988402069273,0.8636806983920537,0.9152386353771058,0.779848822000841,0.8803960912065386,0.9152386353771058,0.7490988402069273,0.8636806983920537,0.9152386353771058,0.779848822000841,0.8726710245306674,0.8803960912065386,0.9152386353771058,0.7567195463299415,0.8233577908354918,0.9152386353771058,0.6771046969853003,0.7128576765870644,0.8475582292237238,0.9067172984112899,0.7702715557372636,0.894955631662952,0.876550330231978,0.9213681631375824,0.7128576765870644,0.8475582292237238,0.9067172984112899,0.7702715557372636,0.876550330231978,0.9213681631375824,0.747947225298943,0.8429010149342563,0.7630436013388168,0.8930376219608279,0.86815623499433
GD43,0.4402909033885649,0.5036329339640433,0.5486577761680932,1.046554354653066,0.6631463694729823,0.9221856244621559,1.2017531347421933,0.5036329339640433,0.2551908041360915,0.5646355495752204,1.4995528850603161,0.5646355495752204,0.5058969353383966,0.5486577761680932,1.6368696630831814,0.5058517838741577,0.5646355495752204,1.4995528850603161,0.5058969353383966,0.5486577761680932,1.6368696630831814,0.5058517838741577,1.1152789875598794,0.5612398460644814,1.2027266909698207,0.5058969353383966,0.27635986287168285,0.9401997361336519,1.3977812407906702,0.5081549408603951,0.5266991208647361,1.5620160568254668,0.5069119719158285,0.5036329339640433,0.9401997361336519,1.3977812407906702,0.5081549408603951,0.5266991208647361,1.5620160568254668,0.5069119719158285,0.7774594277965955,1.1971847561351001,0.5081549408603951,0.27635986287168285,0.5486577761680932,0.9847277622722309,1.3977812407906702,0.509224471104471,0.47692640937361985,1.5620160568254668,0.509224471104471,0.9847277622722309,1.3977812407906702,0.509224471104471,0.47692640937361985,1.046554354653066,1.5620160568254668,0.509224471104471,0.7774594277965955,1.111600047640643,0.509224471104471,0.27330231396209,0.8257786523371186,1.2408022225869721,0.4209871395308692,0.47692640937361985,0.6631463694729823,1.6969410096393116,0.45710943121883174,0.8257786523371186,1.2408022225869721,0.4209871395308692,0.47692640937361985,1.6969410096393116,0.45710943121883174,0.7774594277965955,1.111600047640643,0.5646355495752204,0.509753238494172,1.1152789875598794
GD53,0.10436372907919836,0.0,0.20612811311136914,0.08007268819584576,0.0,0.26477871609996856,0.09381631047846224,0.0,0.10436372907919836,0.08007268819584576,0.11358984260981332,0.18633345345560112,0.0,0.08007268819584576,0.11767109504253538,0.0,0.08007268819584576,0.11358984260981332,0.0,0.08007268819584576,0.11767109504253538,0.0,0.07264760464840836,0.20313186680948667,0.09381631047846224,0.0,0.08506365511980533,0.13333259014577337,0.11358984260981332,0.0,0.06801565992989965,0.11767109504253538,0.0,0.0,0.13333259014577337,0.11358984260981332,0.0,0.06801565992989965,0.11767109504253538,0.0,0.15415764936528262,0.10421895683830226,0.0,0.08413274934205944,0.20612811311136914,0.1411232937054601,0.0,0.0,0.06801565992989965,0.0,0.0,0.1411232937054601,0.0,0.0,0.06801565992989965,0.08007268819584576,0.0,0.0,0.15415764936528262,0.10644654739792606,0.0,0.08413274934205944,0.1411232937054601,0.0,0.0,0.06801565992989965,0.0,0.0,0.0,0.1411232937054601,0.0,0.0,0.06801565992989965,0.0,0.0,0.15415764936528262,0.0,0.18633345345560112,0.0,0.07264760464840836
PS,-0.44564880718022176,-1.5454964518503171,-0.16772461114718606,0.0012776426533709917,-1.7078979192335844,-0.19716596879160478,-0.46259889207796734,-1.5454964518503171,0.04408293275927333,0.17930024797341454,-0.9088357666285152,0.458455984037621,-2.489680199496259,-0.5695695314835574,-0.9965707918401323,-2.56852574683984,0.17930024797341454,-0.9088357666285152,-2.489680199496259,-0.5695695314835574,-0.9965707918401323,-2.56852574683984,-1.1710670881811576,-0.7193218114444246,-0.9476572275289759,-2.489680199496259,-0.4409103283864062,-0.8885726849845628,-1.4319909549128236,-3.1364855190411625,-1.2522695153249532,-1.500958510021353,-3.607006808360328,-1.5454964518503171,-0.8885726849845628,-1.4319909549128236,-3.1364855190411625,-1.2522695153249532,-1.500958510021353,-3.607006808360328,-1.7726668922321145,-1.5516458056394298,-3.1364855190411625,-0.6227084031224439,-0.16772461114718606,-1.9188147629522279,-2.2409592920124366,-4.143974121767083,-1.870466108558706,-2.308384205831303,-4.143974121767082,-1.9188147629522279,-2.2409592920124366,-4.143974121767083,-1.870466108558706,0.0012776426533709917,-2.308384205831303,-4.143974121767082,-2.710641428561245,-2.217278427051785,-4.143974121767083,-0.5559251406113137,-2.8448098161657565,-3.14738823685063,-5.202476099328633,-2.718556790574806,-1.7078979192335844,-2.9945917261729518,-5.344114644569312,-2.8448098161657565,-3.14738823685063,-5.202476099328633,-2.718556790574806,-2.9945917261729518,-5.344114644569312,-3.5259822115812196,-3.0549287228940947,0.458455984037621,-5.1242141411087845,-1.1710670881811576
rCIP,2.7737915837577716,0.0945643284089269,2.5386418161933846,0.20932928996616992,0.026911207708062008,0.46010531309869196,0.3424410468270179,0.0945643284089269,6.78164485594368,2.949282615586837,0.3785492904145368,2.9512803990460994,0.09464677454281534,2.5346854939335484,0.23172861428764763,0.0947389963924246,2.949282615586837,0.3785492904145368,0.09464677454281534,2.5346854939335484,0.23172861428764763,0.0947389963924246,0.06869009812561588,2.8969873795175993,0.7025440823018129,0.09464677454281534,14.289992635553485,2.9728481137252394,0.7427050635986575,0.09480168439302933,3.2236715974306476,0.33021923614547843,0.11072509413012999,0.0945643284089269,2.9728481137252394,0.7427050635986575,0.09480168439302933,3.2236715974306476,0.33021923614547843,0.11072509413012999,2.920552877656001,1.0729388875905885,0.09480168439302933,18.679679928690042,2.5386418161933846,6.002745899691418,0.7470422790017441,0.10992469573364591,4.975958184450111,0.334556451548565,0.10992469573364591,6.002745899691418,0.7470422790017441,0.10992469573364591,4.975958184450111,0.20932928996616992,0.334556451548565,0.10992469573364591,4.755054847454461,1.2555132464294356,0.10992469573364591,22.17112805611563,12.703492155613455,1.9675598620751804,0.46061675066001573,6.627086225022124,0.026911207708062008,0.8083672078385651,0.3959318346152415,12.703492155613455,1.9675598620751804,0.46061675066001573,6.627086225022124,0.8083672078385651,0.3959318346152415,5.960699182500188,1.2598504618325224,2.9512803990460994,0.12137324431847131,0.06869009812561588
WB,2.478905967457881,30.404007651303424,2.751815033678757,2.949918788558139,29.41429044619099,2.8939920558735213,3.1278584015208466,30.404007651303424,2.5800503735491946,2.950808181592448,3.4210152797876354,2.7208332470569077,33.91346861600185,3.0350899196870276,3.304574483123711,33.931133886410144,2.950808181592448,3.4210152797876354,33.91346861600185,3.0350899196870276,3.304574483123711,33.931133886410144,5.96863826937173,3.011033355394135,3.3021783008014847,33.91346861600185,2.6606535348251135,3.228360536985386,3.5814431238800517,37.12050562021318,3.3432026811809834,3.4530863379241743,37.63873562032108,30.404007651303424,3.228360536985386,3.5814431238800517,37.12050562021318,3.3432026811809834,3.4530863379241743,37.63873562032108,3.2954522413894534,3.5368641350039676,37.12050562021318,2.74317282231486,2.751815033678757,3.318084188924895,3.9754595335072493,40.57140121892695,3.5704419633545714,3.8322386744375248,40.57140121892695,3.318084188924895,3.9754595335072493,40.57140121892695,3.5704419633545714,2.949918788558139,3.8322386744375248,40.57140121892695,3.106850517699869,3.8992468243045586,40.57140121892695,2.788599041958713,3.53483568777117,3.811120041317087,42.480289161131175,3.5947125800331725,29.41429044619099,3.971550874682955,43.86776314657261,3.53483568777117,3.811120041317087,42.480289161131175,3.5947125800331725,3.971550874682955,43.86776314657261,3.0241205137837546,4.2740502403113965,2.7208332470569077,43.432200160649835,5.96863826937173
XB,0.4712052082868817,1.2460798894714469,0.9305798066580475,0.2681038068518561,0.7210607592805952,0.3408784096629641,0.3287039978699659,1.2460798894714469,1.2921104102394596,0.8286703155440531,0.29648384085303997,0.8718526682260115,1.236716518420068,0.8951231922738455,0.2608539980998823,1.2368266882057333,0.8286703155440531,0.29648384085303997,1.236716518420068,0.8951231922738455,0.2608539980998823,1.2368266882057333,0.3330479011544803,0.8506976985999779,0.3069692569399466,1.236716518420068,1.0209955110704922,0.8034610690882714,0.32143753205142717,1.227451034429382,0.9465366200062211,0.2693110229457867,1.2304548220727234,1.2460798894714469,0.8034610690882714,0.32143753205142717,1.227451034429382,0.9465366200062211,0.2693110229457867,1.2304548220727234,0.8251824792444028,0.3656809284266821,1.227451034429382,0.955624011918603,0.9305798066580475,0.7687339343321876,0.3184679956607929,1.2211051500619325,1.1125109153474997,0.26675916394949284,1.2211051500619325,0.7687339343321876,0.3184679956607929,1.2211051500619325,1.1125109153474997,0.2681038068518561,0.26675916394949284,1.2211051500619325,0.7258180725231193,0.4362978217487737,1.2211051500619325,0.9121069371358993,1.0598712797805003,0.3639973510217564,1.7863620552604182,1.0356833424546286,0.7210607592805952,0.25391288532277667,1.5136271140847457,1.0598712797805003,0.3639973510217564,1.7863620552604182,1.0356833424546286,0.25391288532277667,1.5136271140847457,0.6567336777798547,0.43217443455958493,0.8718526682260115,1.2127548596743354,0.3330479011544803
SSE,87.9224816975979,251.16628390211326,94.55855184942453,99.12213992411404,249.78107800237913,97.85438714710932,103.05234857266402,251.16628390211326,80.99162199733877,89.17894459007552,98.72444141624862,93.82609625565094,249.2789545810622,90.95571619184226,96.44177306929618,249.3011609707951,89.17894459007552,98.72444141624862,249.2789545810622,90.95571619184226,96.44177306929618,249.3011609707951,149.97201329394926,90.45162260813147,96.39425722188011,249.2789545810622,75.05578989861749,86.46600320594769,92.99831585693659,247.4113558804025,88.63529983861253,90.67020684781863,248.01681479710905,251.16628390211326,86.46600320594769,92.99831585693659,247.4113558804025,88.63529983861253,90.67020684781863,248.01681479710905,87.73868122400364,92.1956229084464,247.4113558804025,70.25017669806829,94.55855184942453,81.00725892044952,92.13916950447921,246.13224672527372,85.4183414846768,89.81106049536128,246.13224672527372,81.00725892044952,92.13916950447921,246.13224672527372,85.4183414846768,99.12213992411404,89.81106049536128,246.13224672527372,77.17362170612117,90.90673879071025,246.13224672527372,65.57568055955869,78.54091329810988,82.98573256760811,243.4282342816025,79.51953746732266,249.78107800237913,85.48604354073207,244.90421060797152,78.54091329810988,82.98573256760811,243.4282342816025,79.51953746732266,85.48604354073207,244.90421060797152,69.82812681209148,90.04759243825288,93.82609625565094,244.44911916348795,149.97201329394926
RS,-1.1707319923836506,-0.024339914230820908,-0.8340503172952044,-0.6832699377525132,-0.1172343044051221,-0.9310169591052628,-0.4670599181497529,-0.024339914230820908,-1.3740292537732963,-0.8765103561133369,-0.5536066374853578,-0.790760574169075,-0.020495163561429407,-0.9180944925545973,-0.5202844886846397,-0.020571503915539857,-0.8765103561133369,-0.5536066374853578,-0.020495163561429407,-0.9180944925545973,-0.5202844886846397,-0.020571503915539857,-0.46931102366194477,-1.1636200665977794,-0.7814375407919605,-0.020495163561429407,-1.4564202553940737,-0.7812586693851195,-0.8695213187272658,-0.016694718453116684,-0.9953899297447595,-0.7614064032954123,-0.01878256820742194,-0.024339914230820908,-0.7812586693851195,-0.8695213187272658,-0.016694718453116684,-0.9953899297447595,-0.7614064032954123,-0.01878256820742194,-1.0683683798695618,-1.1323651573119318,-0.016694718453116684,-1.5641189971308045,-0.8340503172952044,-0.920296133989339,-0.7344622943707281,-0.014906356930442429,-1.1911271373132082,-0.6263473789388747,-0.014906356930442429,-0.920296133989339,-0.7344622943707281,-0.014906356930442429,-1.1911271373132082,-0.6832699377525132,-0.6263473789388747,-0.014906356930442429,-1.1426346173667457,-1.0417114585727016,-0.014906356930442429,-1.7604607338548108,-1.0744814186854736,-0.8544534789076171,-0.09052518745034212,-1.29118040949697,-0.1172343044051221,-0.7153177057815512,-0.01328410049654961,-1.0744814186854736,-0.8544534789076171,-0.09052518745034212,-1.29118040949697,-0.7153177057815512,-0.01328410049654961,-1.2190815728252211,-0.9066524342161639,-0.790760574169075,-0.06491523072396922,-0.46931102366194477
DH,0.08101239790108712,0.030359562858422454,0.05769784485880545,0.051238008749981204,0.028884835924648473,0.05840371316648221,0.04724265085563724,0.030359562858422454,0.0683156517645775,0.045248515112486974,0.037628921497595974,0.05686535587470283,0.01996828074080516,0.045870484021470995,0.0372494420704843,0.01971121951245983,0.045248515112486974,0.037628921497595974,0.01996828074080516,0.045870484021470995,0.0372494420704843,0.01971121951245983,0.043462327857537994,0.05081135634993889,0.04167731486113257,0.01996828074080516,0.05777503740296395,0.03461218998810531,0.03453921731244954,0.014304587738473743,0.037488870344200766,0.033667874581160065,0.014460528955358926,0.030359562858422454,0.03461218998810531,0.03453921731244954,0.014304587738473743,0.037488870344200766,0.033667874581160065,0.014460528955358926,0.03864449232868122,0.03831136597500427,0.014304587738473743,0.04928875070300371,0.05769784485880545,0.03128145865650422,0.025857873469377027,0.010999377087029501,0.033691772452236556,0.0251846004095072,0.010999377087029503,0.03128145865650422,0.025857873469377027,0.010999377087029501,0.033691772452236556,0.051238008749981204,0.0251846004095072,0.010999377087029503,0.0336755589787461,0.031071511186004146,0.010999377087029501,0.04351022492039956,0.028288693774209,0.023431669750384986,0.010259602716580447,0.03024446008928228,0.028884835924648473,0.022348395267182044,0.008860271789479138,0.028288693774209,0.023431669750384986,0.010259602716580447,0.03024446008928228,0.022348395267182044,0.008860271789479138,0.029997388836622122,0.023780788716551433,0.05686535587470283,0.010141316613099022,0.043462327857537994
