,labels_ring_outliers_HDBSCAN_params1,labels_ring_outliers_HDBSCAN_params10,labels_ring_outliers_HDBSCAN_params11,labels_ring_outliers_HDBSCAN_params12,labels_ring_outliers_HDBSCAN_params13,labels_ring_outliers_HDBSCAN_params14,labels_ring_outliers_HDBSCAN_params15,labels_ring_outliers_HDBSCAN_params16,labels_ring_outliers_HDBSCAN_params17,labels_ring_outliers_HDBSCAN_params18,labels_ring_outliers_HDBSCAN_params19,labels_ring_outliers_HDBSCAN_params2,labels_ring_outliers_HDBSCAN_params20,labels_ring_outliers_HDBSCAN_params21,labels_ring_outliers_HDBSCAN_params22,labels_ring_outliers_HDBSCAN_params23,labels_ring_outliers_HDBSCAN_params24,labels_ring_outliers_HDBSCAN_params25,labels_ring_outliers_HDBSCAN_params26,labels_ring_outliers_HDBSCAN_params27,labels_ring_outliers_HDBSCAN_params28,labels_ring_outliers_HDBSCAN_params29,labels_ring_outliers_HDBSCAN_params3,labels_ring_outliers_HDBSCAN_params30,labels_ring_outliers_HDBSCAN_params31,labels_ring_outliers_HDBSCAN_params32,labels_ring_outliers_HDBSCAN_params33,labels_ring_outliers_HDBSCAN_params34,labels_ring_outliers_HDBSCAN_params35,labels_ring_outliers_HDBSCAN_params36,labels_ring_outliers_HDBSCAN_params37,labels_ring_outliers_HDBSCAN_params38,labels_ring_outliers_HDBSCAN_params39,labels_ring_outliers_HDBSCAN_params4,labels_ring_outliers_HDBSCAN_params40,labels_ring_outliers_HDBSCAN_params41,labels_ring_outliers_HDBSCAN_params42,labels_ring_outliers_HDBSCAN_params43,labels_ring_outliers_HDBSCAN_params44,labels_ring_outliers_HDBSCAN_params45,labels_ring_outliers_HDBSCAN_params46,labels_ring_outliers_HDBSCAN_params47,labels_ring_outliers_HDBSCAN_params48,labels_ring_outliers_HDBSCAN_params49,labels_ring_outliers_HDBSCAN_params5,labels_ring_outliers_HDBSCAN_params50,labels_ring_outliers_HDBSCAN_params51,labels_ring_outliers_HDBSCAN_params52,labels_ring_outliers_HDBSCAN_params53,labels_ring_outliers_HDBSCAN_params54,labels_ring_outliers_HDBSCAN_params55,labels_ring_outliers_HDBSCAN_params56,labels_ring_outliers_HDBSCAN_params57,labels_ring_outliers_HDBSCAN_params58,labels_ring_outliers_HDBSCAN_params59,labels_ring_outliers_HDBSCAN_params6,labels_ring_outliers_HDBSCAN_params60,labels_ring_outliers_HDBSCAN_params61,labels_ring_outliers_HDBSCAN_params62,labels_ring_outliers_HDBSCAN_params63,labels_ring_outliers_HDBSCAN_params7,labels_ring_outliers_HDBSCAN_params8,labels_ring_outliers_HDBSCAN_params9
B,0.32001696980964217,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,449.981093755975,449.981093755975,449.981093755975,449.981093755975,449.981093755975,0.32001696980964217,449.981093755975,449.981093755975,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.40562633618736066,235.3825618356218,0.32001696980964217,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,449.981093755975,449.981093755975,449.981093755975,449.981093755975,0.32001696980964217,449.981093755975,449.981093755975,449.981093755975,204.38978538056418,204.38978538056418,204.38978538056418,204.38978538056418,204.38978538056418,204.38978538056418,204.38978538056418,0.32001696980964217,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,235.3825618356218,449.981093755975,449.981093755975,449.981093755975,0.32001696980964217,449.981093755975,449.981093755975,449.981093755975,449.981093755975,0.40562633618736066,235.3825618356218,235.3825618356218
BH,81.50327643969918,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,218.33624129459855,218.33624129459855,218.33624129459855,218.33624129459855,218.33624129459855,81.50327643969918,218.33624129459855,218.33624129459855,81.50327643969918,81.50327643969918,81.50327643969918,81.50327643969918,81.50327643969918,81.50327643969918,145.5587601720994,226.54975672960057,81.50327643969918,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,218.33624129459855,218.33624129459855,218.33624129459855,218.33624129459855,81.50327643969918,218.33624129459855,218.33624129459855,218.33624129459855,228.599961938034,228.599961938034,228.599961938034,228.599961938034,228.599961938034,228.599961938034,228.599961938034,81.50327643969918,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,226.54975672960057,218.33624129459855,218.33624129459855,218.33624129459855,81.50327643969918,218.33624129459855,218.33624129459855,218.33624129459855,218.33624129459855,145.5587601720994,226.54975672960057,226.54975672960057
D,0.17148639562075368,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.17148639562075368,0.3498571387086795,0.3498571387086795,0.17148639562075368,0.17148639562075368,0.17148639562075368,0.17148639562075368,0.17148639562075368,0.17148639562075368,0.2470059413537011,0.31467600217155545,0.17148639562075368,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.17148639562075368,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.17148639562075368,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.31467600217155545,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.17148639562075368,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.2470059413537011,0.31467600217155545,0.31467600217155545
H,2.003832356395905,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.9414287255444305,1.9414287255444305,1.9414287255444305,1.9414287255444305,1.9414287255444305,2.003832356395905,1.9414287255444305,1.9414287255444305,2.003832356395905,2.003832356395905,2.003832356395905,2.003832356395905,2.003832356395905,2.003832356395905,1.9416102523628531,1.8905851406113534,2.003832356395905,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.9414287255444305,1.9414287255444305,1.9414287255444305,1.9414287255444305,2.003832356395905,1.9414287255444305,1.9414287255444305,1.9414287255444305,1.8751513224274015,1.8751513224274015,1.8751513224274015,1.8751513224274015,1.8751513224274015,1.8751513224274015,1.8751513224274015,2.003832356395905,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.8905851406113534,1.9414287255444305,1.9414287255444305,1.9414287255444305,2.003832356395905,1.9414287255444305,1.9414287255444305,1.9414287255444305,1.9414287255444305,1.9416102523628531,1.8905851406113534,1.8905851406113534
DBCV,0.9485984922857033,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.9485984922857033,0.7556631151844583,0.7556631151844583,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.7045173729741396,0.5887777796987624,0.9485984922857033,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.9485984922857033,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.5880372727103614,0.5880372727103614,0.5880372727103614,0.5880372727103614,0.5880372727103614,0.5880372727103614,0.5880372727103614,0.9485984922857033,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.5887777796987624,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.9485984922857033,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.7556631151844583,0.7045173729741396,0.5887777796987624,0.5887777796987624
I,0.10862199023610382,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.10862199023610382,0.00047735598039678047,0.00047735598039678047,0.10862199023610382,0.10862199023610382,0.10862199023610382,0.10862199023610382,0.10862199023610382,0.10862199023610382,0.2561272021717203,0.0009407688887147272,0.10862199023610382,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.10862199023610382,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.0010915799764049702,0.0010915799764049702,0.0010915799764049702,0.0010915799764049702,0.0010915799764049702,0.0010915799764049702,0.0010915799764049702,0.10862199023610382,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.0009407688887147272,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.10862199023610382,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.00047735598039678047,0.2561272021717203,0.0009407688887147272,0.0009407688887147272
C,0.3177662263851737,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.3177662263851737,0.36079824511975367,0.36079824511975367,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3475893320993411,0.3665610924377211,0.3177662263851737,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.3177662263851737,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.36793707265807735,0.36793707265807735,0.36793707265807735,0.36793707265807735,0.36793707265807735,0.36793707265807735,0.36793707265807735,0.3177662263851737,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.3665610924377211,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.3177662263851737,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.36079824511975367,0.3475893320993411,0.3665610924377211,0.3665610924377211
CDbw,0.7139791961319908,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.7139791961319908,0.1545268012489114,0.1545268012489114,0.7139791961319908,0.7139791961319908,0.7139791961319908,0.7139791961319908,0.7139791961319908,0.7139791961319908,0.4732899610915768,0.15118432498279527,0.7139791961319908,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.7139791961319908,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.15029420402304577,0.15029420402304577,0.15029420402304577,0.15029420402304577,0.15029420402304577,0.15029420402304577,0.15029420402304577,0.7139791961319908,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.15118432498279527,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.7139791961319908,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.1545268012489114,0.4732899610915768,0.15118432498279527,0.15118432498279527
VIASCKDE,0.7846411623543574,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7846411623543574,0.7810712102847346,0.7810712102847346,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7810463144180617,0.7778037304775075,0.7846411623543574,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7846411623543574,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7789377934141687,0.7789377934141687,0.7789377934141687,0.7789377934141687,0.7789377934141687,0.7789377934141687,0.7789377934141687,0.7846411623543574,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7778037304775075,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7846411623543574,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7810712102847346,0.7810463144180617,0.7778037304775075,0.7778037304775075
COP,0.6591714740018829,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6591714740018829,0.6328206386666124,0.6328206386666124,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6329382859761745,0.5721539656503205,0.6591714740018829,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6591714740018829,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.5729787060390891,0.5729787060390891,0.5729787060390891,0.5729787060390891,0.5729787060390891,0.5729787060390891,0.5729787060390891,0.6591714740018829,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.5721539656503205,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6591714740018829,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6328206386666124,0.6329382859761745,0.5721539656503205,0.5721539656503205
