,labels_unbalance_AgglomerativeClustering_params1,labels_unbalance_AgglomerativeClustering_params10,labels_unbalance_AgglomerativeClustering_params11,labels_unbalance_AgglomerativeClustering_params12,labels_unbalance_AgglomerativeClustering_params13,labels_unbalance_AgglomerativeClustering_params14,labels_unbalance_AgglomerativeClustering_params15,labels_unbalance_AgglomerativeClustering_params16,labels_unbalance_AgglomerativeClustering_params17,labels_unbalance_AgglomerativeClustering_params18,labels_unbalance_AgglomerativeClustering_params19,labels_unbalance_AgglomerativeClustering_params2,labels_unbalance_AgglomerativeClustering_params20,labels_unbalance_AgglomerativeClustering_params21,labels_unbalance_AgglomerativeClustering_params22,labels_unbalance_AgglomerativeClustering_params23,labels_unbalance_AgglomerativeClustering_params24,labels_unbalance_AgglomerativeClustering_params25,labels_unbalance_AgglomerativeClustering_params26,labels_unbalance_AgglomerativeClustering_params27,labels_unbalance_AgglomerativeClustering_params28,labels_unbalance_AgglomerativeClustering_params29,labels_unbalance_AgglomerativeClustering_params3,labels_unbalance_AgglomerativeClustering_params30,labels_unbalance_AgglomerativeClustering_params31,labels_unbalance_AgglomerativeClustering_params32,labels_unbalance_AgglomerativeClustering_params33,labels_unbalance_AgglomerativeClustering_params34,labels_unbalance_AgglomerativeClustering_params35,labels_unbalance_AgglomerativeClustering_params36,labels_unbalance_AgglomerativeClustering_params37,labels_unbalance_AgglomerativeClustering_params38,labels_unbalance_AgglomerativeClustering_params39,labels_unbalance_AgglomerativeClustering_params4,labels_unbalance_AgglomerativeClustering_params40,labels_unbalance_AgglomerativeClustering_params41,labels_unbalance_AgglomerativeClustering_params42,labels_unbalance_AgglomerativeClustering_params43,labels_unbalance_AgglomerativeClustering_params44,labels_unbalance_AgglomerativeClustering_params45,labels_unbalance_AgglomerativeClustering_params46,labels_unbalance_AgglomerativeClustering_params47,labels_unbalance_AgglomerativeClustering_params48,labels_unbalance_AgglomerativeClustering_params49,labels_unbalance_AgglomerativeClustering_params5,labels_unbalance_AgglomerativeClustering_params50,labels_unbalance_AgglomerativeClustering_params51,labels_unbalance_AgglomerativeClustering_params52,labels_unbalance_AgglomerativeClustering_params53,labels_unbalance_AgglomerativeClustering_params54,labels_unbalance_AgglomerativeClustering_params55,labels_unbalance_AgglomerativeClustering_params56,labels_unbalance_AgglomerativeClustering_params57,labels_unbalance_AgglomerativeClustering_params58,labels_unbalance_AgglomerativeClustering_params59,labels_unbalance_AgglomerativeClustering_params6,labels_unbalance_AgglomerativeClustering_params60,labels_unbalance_AgglomerativeClustering_params61,labels_unbalance_AgglomerativeClustering_params62,labels_unbalance_AgglomerativeClustering_params63,labels_unbalance_AgglomerativeClustering_params64,labels_unbalance_AgglomerativeClustering_params65,labels_unbalance_AgglomerativeClustering_params66,labels_unbalance_AgglomerativeClustering_params67,labels_unbalance_AgglomerativeClustering_params68,labels_unbalance_AgglomerativeClustering_params69,labels_unbalance_AgglomerativeClustering_params7,labels_unbalance_AgglomerativeClustering_params70,labels_unbalance_AgglomerativeClustering_params71,labels_unbalance_AgglomerativeClustering_params72,labels_unbalance_AgglomerativeClustering_params73,labels_unbalance_AgglomerativeClustering_params74,labels_unbalance_AgglomerativeClustering_params75,labels_unbalance_AgglomerativeClustering_params76,labels_unbalance_AgglomerativeClustering_params77,labels_unbalance_AgglomerativeClustering_params78,labels_unbalance_AgglomerativeClustering_params79,labels_unbalance_AgglomerativeClustering_params8,labels_unbalance_AgglomerativeClustering_params80,labels_unbalance_AgglomerativeClustering_params9
cSIL,0.9262342675084011,0.9469320285462314,0.9430470722443373,0.9430470722443373,0.8556778427986006,0.8994790238348643,0.8938369379432819,0.8240814716892886,0.9416067760637702,0.9500876285375328,0.9500876285375327,0.9347087524933334,0.8936051395853382,0.9075132081221972,0.9302156609947637,0.8936051395853382,0.9500876285375328,0.9500876285375327,0.8936051395853382,0.9075132081221972,0.9302156609947637,0.8936051395853382,0.9430470722443373,0.8928325756697831,0.8966825449598467,0.853343945903976,0.9540848184086388,0.9380021308325264,0.9380021308325264,0.9540848184086388,0.9008743274738356,0.9380021308325264,0.9540848184086388,0.9469320285462314,0.9380021308325264,0.9380021308325264,0.9540848184086388,0.9008743274738356,0.9380021308325264,0.9540848184086388,0.8635647386513877,0.8691884582639412,0.8527814178751031,0.9221000005944009,0.9430470722443373,0.9099575824341238,0.9246873021979799,0.9583539963295529,0.8771941799642428,0.93294304882683,0.9583539963295529,0.9099575824341238,0.9246873021979799,0.9583539963295529,0.8771941799642428,0.9430470722443373,0.93294304882683,0.9583539963295529,0.7794660806960931,0.8450943241468614,0.8454299095157467,0.8978814775971438,0.8924184326315995,0.9216825677157624,0.9378805948917556,0.8618636748893612,0.8556778427986006,0.9517656359747235,0.9614689291696019,0.8924184326315995,0.9216825677157624,0.9378805948917556,0.8618636748893612,0.9517656359747235,0.9614689291696019,0.6792994065116552,0.7388310593003771,0.9347087524933334,0.8533721974679762,0.9430470722443373
GD43,2.039496064806722,1.064745924039118,5.392131113949916,5.392131113949916,1.5349864593964526,4.812872319378831,2.6151206439659105,1.4170946801155306,2.0896817737326856,5.231323811937114,5.231323811937114,3.3377927765331754,1.1926588509312428,2.4827007692132272,8.654573626261985,1.1926588509312428,5.231323811937114,5.231323811937114,1.1926588509312428,2.4827007692132272,8.654573626261985,1.1926588509312428,5.392131113949916,4.647400970049698,4.88008491457183,1.2077334637843757,6.917552377633292,8.654573626261985,8.654573626261985,6.917552377633292,5.097407515960144,8.654573626261985,6.917552377633292,1.064745924039118,8.654573626261985,8.654573626261985,6.917552377633292,5.097407515960144,8.654573626261985,6.917552377633292,1.9850446871563396,2.1986850426562956,1.2274308316489622,1.4703794900503233,5.392131113949916,4.357253756715611,7.361784493852601,8.403104123437728,4.335751519669747,6.831242972958659,8.403104123437728,4.357253756715611,7.361784493852601,8.403104123437728,4.335751519669747,5.392131113949916,6.831242972958659,8.403104123437728,2.0023556999886614,2.1986850426562956,1.7731330874637998,1.4703794900503233,4.357253756715611,6.831242972958659,7.564539816397977,4.335751519669747,1.5349864593964526,8.403104123437728,3.355616424150543,4.357253756715611,6.831242972958659,7.564539816397977,4.335751519669747,8.403104123437728,3.355616424150543,1.8025359246895427,0.9904470373113946,3.3377927765331754,1.4949328223289928,5.392131113949916
GD53,0.011258864631303982,0.0058778393507835265,0.1572527935604909,0.1572527935604909,0.008967967393332919,0.15167181653991613,0.014481387990416749,0.006223266325186165,0.011535910570726766,0.1444772386513253,0.1444772386513253,0.09218222784134744,0.006583971788753588,0.11611024663825568,0.05056326953791752,0.006583971788753588,0.1444772386513253,0.1444772386513253,0.006583971788753588,0.11611024663825568,0.05056326953791752,0.006583971788753588,0.1572527935604909,0.02516232019009864,0.027023763984716447,0.006223266325186165,0.03818775978227205,0.038072321812522424,0.038072321812522424,0.03818775978227205,0.042744905531860417,0.038072321812522424,0.03818775978227205,0.0058778393507835265,0.038072321812522424,0.038072321812522424,0.03818775978227205,0.042744905531860417,0.038072321812522424,0.03818775978227205,0.020813082681655236,0.021995606811666697,0.006324763857383692,0.01811624792929838,0.1572527935604909,0.038072321812522424,0.038004253136489634,0.045292173190347486,0.03988718144798165,0.038072321812522424,0.045292173190347486,0.038072321812522424,0.038004253136489634,0.045292173190347486,0.03988718144798165,0.1572527935604909,0.038072321812522424,0.045292173190347486,0.020994587684395726,0.021995606811666697,0.011979572709809537,0.0155629649422125,0.038072321812522424,0.038004253136489634,0.04522274583634583,0.03988718144798165,0.008967967393332919,0.045292173190347486,0.0,0.038072321812522424,0.038004253136489634,0.04522274583634583,0.03988718144798165,0.045292173190347486,0.0,0.020994587684395726,0.009908414883362254,0.09218222784134744,0.009717467607155736,0.1572527935604909
PS,-1.0582089888359867,-1.0071019689494274,-2.2239573348642376,-2.2239573348642376,-2.948171707599201,-2.4242317273208305,-2.738086874407743,-2.8452523655219126,-1.981751300853548,-3.0786073365485533,-3.0786073365485542,-2.1286297197723,-2.2909338797288066,-3.3813614875760036,-3.5141009241241923,-2.2909338797288066,-3.0786073365485533,-3.0786073365485542,-2.2909338797288066,-3.3813614875760036,-3.5141009241241923,-2.2909338797288066,-2.2239573348642376,-3.696480780728538,-3.673049189335202,-3.703287571482972,-2.904770663960762,-4.337071802340267,-4.337071802340267,-2.904770663960761,-4.630517206291624,-4.337071802340267,-2.9047706639607616,-1.0071019689494274,-4.337071802340267,-4.337071802340267,-2.904770663960761,-4.630517206291624,-4.337071802340267,-2.9047706639607616,-4.915704385892208,-4.887202037138302,-4.654542892903287,-4.102040736783706,-2.2239573348642376,-5.634279735097797,-5.518851874673032,-3.7404355670221934,-5.87678376560819,-5.5352692033532715,-3.7404355670221934,-5.634279735097797,-5.518851874673032,-3.7404355670221934,-5.87678376560819,-2.2239573348642376,-5.5352692033532715,-3.7404355670221934,-6.060795451762868,-5.806796727857878,-5.934098825629406,-5.208463726169897,-6.757305028012704,-6.706376391955869,-5.035281378752619,-7.038356652562388,-2.948171707599201,-4.934463881036388,-4.993669500511329,-6.757305028012704,-6.706376391955869,-5.035281378752619,-7.038356652562388,-4.934463881036388,-4.993669500511329,-7.295170645404562,-6.976402517414749,-2.1286297197723,-6.816306754623609,-2.2239573348642376
rCIP,0.010374314872253189,0.024189087733426616,0.0002713688823811466,0.0002713688823811466,0.10008367158409742,0.1155342989928354,0.048527483355795695,0.5386288150860806,0.004629352380800812,0.08585020402938932,0.08585020402938931,0.0902081885822353,0.10008366987204835,4.225900001594644,0.00027137059443068696,0.10008366987204834,0.08585020402938932,0.08585020402938931,0.10008366987204835,4.225900001594644,0.00027137059443068696,0.10008366987204834,0.0002713688823811466,0.11553430070642381,0.12436911264483452,0.6493092274155885,0.0002713688823816068,0.08585020574143887,0.08585020574143884,0.0002713688823816069,4.225900003306694,0.08585020574143885,0.0002713688823816069,0.024189087733426616,0.08585020574143887,0.08585020574143884,0.0002713688823816069,4.225900003306694,0.08585020574143885,0.0002713688823816069,3.590445854190112,3.6643459865781725,0.9320197100778963,45.55652346048992,0.0002713688823811466,4.6168136251840695,0.7531191838402874,0.08585020402938978,8.77109373719508,0.7833929483777173,0.08585020402938977,4.6168136251840695,0.7531191838402874,0.08585020402938978,8.77109373719508,0.0002713688823811466,0.7833929483777173,0.08585020402938977,4.413696116651626,4.748503239110947,2.521801154647503,86.44108718963076,8.268042413546706,1.4506602313792833,0.12430595571424044,12.395649024134446,0.10008367158409742,0.7833929466656683,0.107913482760639,8.268042413546706,1.4506602313792833,0.12430595571424044,12.395649024134446,0.7833929466656683,0.107913482760639,6.750767251091831,5.577218393512837,0.0902081885822353,4.7957766564293145,0.0002713688823811466
WB,0.16957630041775007,0.2341650410043501,1.4097409229807967,1.4097409229807967,0.5396121501258816,1.43914895697218,0.4989237097372371,0.6579140080424111,0.1425877705974256,1.6417404785872554,1.6417404785872554,1.4765250498848455,0.1949839515764211,1.6367808889864375,0.5096603648567988,0.1949839515764211,1.6417404785872554,1.6417404785872554,0.1949839515764211,1.6367808889864375,0.5096603648567988,0.1949839515764211,1.4097409229807967,0.5355381733085444,0.5332756095165251,0.7185818837461118,0.10087933186171216,0.5799183866947181,0.5799183866947181,0.10087933186171218,0.5756402920828737,0.579918386694718,0.10087933186171216,0.2341650410043501,0.5799183866947181,0.5799183866947181,0.10087933186171218,0.5756402920828737,0.579918386694718,0.10087933186171216,0.6093345954178162,0.6062671679146695,0.8136488292366312,0.10220384949154901,1.4097409229807967,0.6464770703681245,0.6510607789719511,0.1109327692099965,0.6417950544105443,0.6490703473280999,0.11093276920999649,0.6464770703681245,0.6510607789719511,0.1109327692099965,0.6417950544105443,1.4097409229807967,0.6490703473280999,0.11093276920999649,0.6801758621933216,0.6734242100485931,0.7431214612646595,0.10154718601213435,0.7114686705153213,0.719693192131292,0.12280305252651377,0.7059376351103132,0.5396121501258816,0.11995428690794034,0.12321335348008525,0.7114686705153213,0.719693192131292,0.12280305252651377,0.7059376351103132,0.11995428690794034,0.12321335348008525,0.7515936723444536,0.7442763651179768,1.4765250498848455,0.8241621769433611,1.4097409229807967
XB,0.07630864258885305,0.10428159736966677,0.1948695948987756,0.1948695948987756,0.13829835451664346,0.24871529764277597,0.12867079642124826,0.16562208085561567,0.05542307330770357,0.20673250485623196,0.20673250485623196,0.2149049935649508,0.07523725630836564,0.9156269620114375,0.11374906879442692,0.07523725630836564,0.20673250485623196,0.20673250485623196,0.07523725630836564,0.9156269620114375,0.11374906879442692,0.07523725630836564,0.1948695948987756,0.11911417407804166,0.11864655951612345,0.21482339156918054,0.034572751587694794,0.11328463424512612,0.11328463424512612,0.034572751587694794,0.324313149438136,0.11328463424512612,0.034572751587694794,0.10428159736966677,0.11328463424512612,0.11328463424512612,0.034572751587694794,0.324313149438136,0.11328463424512612,0.034572751587694794,0.650209405136812,0.5816546773753225,0.21302181566626785,0.6899706986070061,0.1948695948987756,0.44313629490826867,0.15626399453171966,0.033803441998153744,0.4445169636545657,0.18096120104609761,0.03380344199815374,0.44313629490826867,0.15626399453171966,0.033803441998153744,0.4445169636545657,0.1948695948987756,0.18096120104609761,0.03380344199815374,0.6455129601319438,0.5748102330113148,0.30255889201551395,0.6177175607023907,0.4391973304314751,0.18061100644249029,0.04156107287302692,0.44034340412171596,0.13829835451664346,0.03290797314360337,0.2119035178625537,0.4391973304314751,0.18061100644249029,0.04156107287302692,0.44034340412171596,0.03290797314360337,0.2119035178625537,0.7924864923181196,0.5719697439376299,0.2149049935649508,0.42491879037814656,0.1948695948987756
SSE,37.49673652954751,51.24215880131438,259.54934556407494,259.54934556407494,112.56759368838672,263.91625935543664,104.73126727885334,134.80767120288778,27.23393192398803,259.1713202446613,259.1713202446613,269.41680481321623,36.97027599089972,258.5367578759707,92.58576505292007,36.97027599089972,259.1713202446613,259.1713202446613,36.97027599089972,258.5367578759707,92.58576505292007,36.97027599089972,259.54934556407494,96.95267884428176,96.5720651616913,127.00546321677513,16.988447355433063,92.20773973350637,92.20773973350637,16.988447355433063,91.57317736481583,92.20773973350637,16.988447355433063,51.24215880131438,92.20773973350637,92.20773973350637,16.988447355433063,91.57317736481583,92.20773973350637,16.988447355433063,96.55391860870799,96.10210059890039,125.9403558260098,15.31808061615963,259.54934556407494,91.42564732812944,92.0301516050747,16.610422036019383,90.80758478945572,91.76772195084968,16.610422036019383,91.42564732812944,92.0301516050747,16.610422036019383,90.80758478945572,259.54934556407494,91.76772195084968,16.610422036019383,95.85651225751116,94.97124838297468,104.05078039935321,13.71398439377237,90.61298002637321,91.590133822418,16.54977255102738,89.95499446750883,112.56759368838672,16.170404253362673,16.604394476276894,90.61298002637321,91.590133822418,16.54977255102738,89.95499446750883,16.170404253362673,16.604394476276894,95.36607896991652,94.50193733412152,269.41680481321623,103.87284904744399,259.54934556407494
RS,0.2685017006133843,0.20933616199421512,0.4331615068156391,0.43316150681563903,0.12548517975521362,0.250584862511462,0.2933789701515908,-0.10618992024751629,0.4363206104925467,0.43554167489368306,0.43554167489368306,0.2608348843778966,0.20817381577280547,0.4302330405010271,0.5283387649907414,0.20817381577280547,0.43554167489368306,0.43554167489368306,0.20817381577280547,0.4302330405010271,0.5283387649907414,0.20817381577280547,0.4331615068156391,0.3457621206865643,0.3697061791512736,-0.021246732734112452,0.6110274010083333,0.5307189330687855,0.5307189330687855,0.6110274010083333,0.5254102986761294,0.5307189330687855,0.6110274010083333,0.20933616199421512,0.5307189330687855,0.5307189330687855,0.6110274010083333,0.5254102986761294,0.5307189330687855,0.6110274010083333,0.34533061844575885,0.3703540591082183,-0.034795105361126136,0.6116838484170258,0.4331615068156391,0.5356782759752904,0.5367642968661948,0.6134075690863773,0.5295714931827397,0.5339215488684279,0.6134075690863772,0.5356782759752904,0.5367642968661948,0.6134075690863773,0.5295714931827397,0.43316150681563903,0.5339215488684279,0.6134075690863772,0.25191842816044796,0.2884856113300656,0.186383228927576,0.6121861630232823,0.5440810332595282,0.5399669126658373,0.6156482907991079,0.5381276670726026,0.12548517975521362,0.6166101848860197,0.6277671323040388,0.5440810332595282,0.5399669126658373,0.6156482907991079,0.5381276670726026,0.6166101848860197,0.6277671323040388,0.17226822427936092,-0.03440825216944421,0.2608348843778966,0.1855756804507292,0.4331615068156391
DH,0.02663031650283146,0.02551690778438501,0.030426038646424694,0.030426038646424694,0.029122006616309815,0.034243855105789964,0.028538917250460406,0.03352207736457217,0.01870978745533252,0.02227679268625731,0.022276792686257308,0.0324292044020097,0.019819912819674115,0.024590291159067246,0.0195196000089124,0.01981991281967412,0.02227679268625731,0.022276792686257308,0.019819912819674115,0.024590291159067246,0.0195196000089124,0.01981991281967412,0.030426038646424694,0.022008849427767836,0.021725055485479323,0.026259385139897586,0.013505413324321917,0.015205959634677675,0.015205959634677675,0.013505413324321916,0.016525241650845873,0.015205959634677675,0.013505413324321916,0.02551690778438501,0.015205959634677675,0.015205959634677675,0.013505413324321916,0.016525241650845873,0.015205959634677675,0.013505413324321916,0.018720630329669766,0.018504967179281545,0.01957741469629371,0.010885286090311974,0.030426038646424694,0.012536035338984536,0.012754529879942958,0.01087306355521641,0.013580346137251,0.012115363472579908,0.01087306355521641,0.012536035338984536,0.012754529879942958,0.01087306355521641,0.013580346137251,0.030426038646424694,0.012115363472579908,0.01087306355521641,0.016818521766305147,0.017113688411963625,0.015888444655233494,0.009040397740118838,0.01117378440437063,0.010351201335816828,0.008983289712462712,0.012090305288029075,0.029122006616309815,0.008899230122658247,0.00827215760837122,0.01117378440437063,0.010351201335816828,0.008983289712462712,0.012090305288029075,0.008899230122658247,0.00827215760837122,0.014924695102721696,0.01684659715833871,0.0324292044020097,0.013742341184051236,0.030426038646424694
