,labels_data3_HDBSCAN_params1,labels_data3_HDBSCAN_params10,labels_data3_HDBSCAN_params11,labels_data3_HDBSCAN_params12,labels_data3_HDBSCAN_params13,labels_data3_HDBSCAN_params14,labels_data3_HDBSCAN_params15,labels_data3_HDBSCAN_params16,labels_data3_HDBSCAN_params17,labels_data3_HDBSCAN_params18,labels_data3_HDBSCAN_params19,labels_data3_HDBSCAN_params2,labels_data3_HDBSCAN_params20,labels_data3_HDBSCAN_params21,labels_data3_HDBSCAN_params22,labels_data3_HDBSCAN_params23,labels_data3_HDBSCAN_params24,labels_data3_HDBSCAN_params25,labels_data3_HDBSCAN_params26,labels_data3_HDBSCAN_params27,labels_data3_HDBSCAN_params28,labels_data3_HDBSCAN_params29,labels_data3_HDBSCAN_params3,labels_data3_HDBSCAN_params30,labels_data3_HDBSCAN_params31,labels_data3_HDBSCAN_params32,labels_data3_HDBSCAN_params33,labels_data3_HDBSCAN_params34,labels_data3_HDBSCAN_params35,labels_data3_HDBSCAN_params36,labels_data3_HDBSCAN_params37,labels_data3_HDBSCAN_params38,labels_data3_HDBSCAN_params39,labels_data3_HDBSCAN_params4,labels_data3_HDBSCAN_params40,labels_data3_HDBSCAN_params41,labels_data3_HDBSCAN_params42,labels_data3_HDBSCAN_params43,labels_data3_HDBSCAN_params44,labels_data3_HDBSCAN_params45,labels_data3_HDBSCAN_params46,labels_data3_HDBSCAN_params47,labels_data3_HDBSCAN_params48,labels_data3_HDBSCAN_params49,labels_data3_HDBSCAN_params5,labels_data3_HDBSCAN_params50,labels_data3_HDBSCAN_params51,labels_data3_HDBSCAN_params52,labels_data3_HDBSCAN_params53,labels_data3_HDBSCAN_params54,labels_data3_HDBSCAN_params55,labels_data3_HDBSCAN_params56,labels_data3_HDBSCAN_params57,labels_data3_HDBSCAN_params58,labels_data3_HDBSCAN_params59,labels_data3_HDBSCAN_params6,labels_data3_HDBSCAN_params60,labels_data3_HDBSCAN_params61,labels_data3_HDBSCAN_params62,labels_data3_HDBSCAN_params63,labels_data3_HDBSCAN_params64,labels_data3_HDBSCAN_params65,labels_data3_HDBSCAN_params66,labels_data3_HDBSCAN_params67,labels_data3_HDBSCAN_params68,labels_data3_HDBSCAN_params69,labels_data3_HDBSCAN_params7,labels_data3_HDBSCAN_params70,labels_data3_HDBSCAN_params71,labels_data3_HDBSCAN_params72,labels_data3_HDBSCAN_params8,labels_data3_HDBSCAN_params9
cSIL,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9845884626477539,0.9237581860429372,0.9845884626477539,0.9845884626477539
GD43,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,24.32368088924076,2.392245111061128,24.32368088924076,24.32368088924076
GD53,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.4772190205400619,0.34540976040011406,0.4772190205400619,0.4772190205400619
PS,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,2.605310364352943,1.4626190970351254,2.605310364352943,2.605310364352943
rCIP,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,7.649543316126107e-11,5.745298166132382e-23,7.649543316126107e-11,7.649543316126107e-11
WB,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.09758260181881684,0.901451890483802,0.09758260181881684,0.09758260181881684
XB,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.018815640412351585,0.10011119042362389,0.018815640412351585,0.018815640412351585
SSE,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,21.115314335050535,208.24531224745698,21.115314335050535,21.115314335050535
RS,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.9054944862786825,0.5180888762951085,0.9054944862786825,0.9054944862786825
DH,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.13076958957163826,0.26150949874850105,0.13076958957163826,0.13076958957163826
